           x	           y	           z	          vx	          vy	          vz	           C
   0.8240598	  -0.0140019	   0.0087571	  -0.0121220	   0.1236513	   0.0043625	   3.1736556
   0.8237647	  -0.0105498	   0.0088631	  -0.0091616	   0.1254026	   0.0032849	   3.1736556
   0.8235525	  -0.0070560	   0.0089391	  -0.0061434	   0.1266596	   0.0021963	   3.1736556
   0.8234246	  -0.0035343	   0.0089848	  -0.0030865	   0.1274164	   0.0011002	   3.1736556
   0.8233816	   0.0000014	   0.0090000	  -0.0000101	   0.1276693	   0.0000003	   3.1736556


   0.8233843	   0.0000000	   0.0100000	   0.0000000	   0.1279762	   0.0000000	   3.1734926
   0.8234271	   0.0035443	   0.0099831	   0.0030827	   0.1277233	  -0.0012213	   3.1734926
   0.8235550	   0.0070748	   0.0099323	   0.0061462	   0.1269655	  -0.0024385	   3.1734926
   0.8237674	   0.0105772	   0.0098480	   0.0091707	   0.1257067	  -0.0036474	   3.1734926
   0.8240628	   0.0140379	   0.0097303	   0.0121374	   0.1239526	  -0.0048440	   3.1734926
   0.8244394	   0.0174431	   0.0095796	   0.0150278	   0.1217116	  -0.0060242	   3.1734926
   0.8248949	   0.0207797	   0.0093966	   0.0178241	   0.1189940	  -0.0071841	   3.1734926
   0.8254263	   0.0240344	   0.0091817	   0.0205093	   0.1158125	  -0.0083198	   3.1734926
   0.8260305	   0.0271948	   0.0089357	   0.0230672	   0.1121815	  -0.0094277	   3.1734926
   0.8267036	   0.0302484	   0.0086594	   0.0254829	   0.1081170	  -0.0105041	   3.1734926
   0.8274415	   0.0331836	   0.0083538	   0.0277423	   0.1036368	  -0.0115457	   3.1734926
   0.8282397	   0.0359891	   0.0080198	   0.0298330	   0.0987601	  -0.0125491	   3.1734926
   0.8290934	   0.0386542	   0.0076586	   0.0317434	   0.0935071	  -0.0135111	   3.1734926
   0.8299975	   0.0411687	   0.0072713	   0.0334638	   0.0878993	  -0.0144287	   3.1734926
   0.8309464	   0.0435232	   0.0068593	   0.0349854	   0.0819590	  -0.0152989	   3.1734926
   0.8319347	   0.0457087	   0.0064238	   0.0363015	   0.0757090	  -0.0161192	   3.1734926
   0.8329566	   0.0477169	   0.0059663	   0.0374063	   0.0691729	  -0.0168866	   3.1734926
   0.8340061	   0.0495404	   0.0054883	   0.0382959	   0.0623746	  -0.0175988	   3.1734926
   0.8350772	   0.0511720	   0.0049914	   0.0389679	   0.0553384	  -0.0182533	   3.1734926
   0.8361640	   0.0526057	   0.0044771	   0.0394214	   0.0480887	  -0.0188476	   3.1734926
   0.8372603	   0.0538357	   0.0039473	   0.0396572	   0.0406501	  -0.0193795	   3.1734926
   0.8383601	   0.0548573	   0.0034036	   0.0396776	   0.0330472	  -0.0198468	   3.1734926
   0.8394576	   0.0556662	   0.0028478	   0.0394865	   0.0253049	  -0.0202471	   3.1734926
   0.8405469	   0.0562588	   0.0022820	   0.0390896	   0.0174477	  -0.0205784	   3.1734926
   0.8416224	   0.0566324	   0.0017079	   0.0384939	   0.0095005	  -0.0208385	   3.1734926
   0.8426787	   0.0567848	   0.0011276	   0.0377082	   0.0014881	  -0.0210253	   3.1734926
   0.8437108	   0.0567145	   0.0005432	   0.0367430	  -0.0065644	  -0.0211365	   3.1734926
   0.8447138	   0.0564208	  -0.0000432	   0.0356101	  -0.0146318	  -0.0211701	   3.1734926
   0.8456832	   0.0559036	  -0.0006295	   0.0343230	  -0.0226885	  -0.0211241	   3.1734926
   0.8466149	   0.0551636	  -0.0012133	   0.0328964	  -0.0307085	  -0.0209963	   3.1734926
   0.8475054	   0.0542021	  -0.0017925	   0.0313465	  -0.0386652	  -0.0207848	   3.1734926
   0.8483514	   0.0530213	  -0.0023646	   0.0296907	  -0.0465314	  -0.0204877	   3.1734926
   0.8491503	   0.0516241	  -0.0029273	   0.0279474	  -0.0542787	  -0.0201032	   3.1734926
   0.8498998	   0.0500141	  -0.0034781	   0.0261357	  -0.0618780	  -0.0196299	   3.1734926
   0.8505985	   0.0481960	  -0.0040145	   0.0242753	  -0.0692989	  -0.0190663	   3.1734926
   0.8512451	   0.0461750	  -0.0045340	   0.0223861	  -0.0765099	  -0.0184116	   3.1734926
   0.8518392	   0.0439574	  -0.0050342	   0.0204877	  -0.0834779	  -0.0176652	   3.1734926
   0.8523808	   0.0415505	  -0.0055123	   0.0185991	  -0.0901687	  -0.0168272	   3.1734926
   0.8528704	   0.0389624	  -0.0059660	   0.0167382	  -0.0965469	  -0.0158982	   3.1734925
   0.8533089	   0.0362024	  -0.0063927	   0.0149211	  -0.1025758	  -0.0148796	   3.1734925
   0.8536979	   0.0332805	  -0.0067900	   0.0131618	  -0.1082181	  -0.0137737	   3.1734925
   0.8540391	   0.0302080	  -0.0071554	   0.0114713	  -0.1134361	  -0.0125838	   3.1734925
   0.8543345	   0.0269972	  -0.0074867	   0.0098578	  -0.1181924	  -0.0113144	   3.1734925
   0.8545863	   0.0236614	  -0.0077818	   0.0083253	  -0.1224504	  -0.0099708	   3.1734925
   0.8547967	   0.0202149	  -0.0080387	   0.0068743	  -0.1261752	  -0.0085599	   3.1734925
   0.8549680	   0.0166730	  -0.0082557	   0.0055011	  -0.1293345	  -0.0070895	   3.1734925
   0.8551023	   0.0130517	  -0.0084312	   0.0041979	  -0.1318996	  -0.0055685	   3.1734925
   0.8552012	   0.0093678	  -0.0085640	   0.0029536	  -0.1338459	  -0.0040072	   3.1734926
   0.8552664	   0.0056388	  -0.0086531	   0.0017537	  -0.1351544	  -0.0024163	   3.1734926
   0.8552987	   0.0018825	  -0.0086978	   0.0005815	  -0.1358120	  -0.0008074	   3.1734926
   0.8552987	  -0.0018829	  -0.0086978	  -0.0005813	  -0.1358119	   0.0008075	   3.1734926
   0.8552664	  -0.0056392	  -0.0086531	  -0.0017536	  -0.1351542	   0.0024164	   3.1734926
   0.8552013	  -0.0093682	  -0.0085640	  -0.0029535	  -0.1338455	   0.0040073	   3.1734926
   0.8551023	  -0.0130520	  -0.0084312	  -0.0041978	  -0.1318990	   0.0055686	   3.1734927
   0.8549680	  -0.0166733	  -0.0082557	  -0.0055010	  -0.1293339	   0.0070895	   3.1734926
   0.8547967	  -0.0202152	  -0.0080387	  -0.0068742	  -0.1261746	   0.0085600	   3.1734926
   0.8545863	  -0.0236617	  -0.0077818	  -0.0083253	  -0.1224498	   0.0099709	   3.1734926
   0.8543345	  -0.0269974	  -0.0074867	  -0.0098577	  -0.1181917	   0.0113144	   3.1734926
   0.8540391	  -0.0302082	  -0.0071553	  -0.0114713	  -0.1134354	   0.0125839	   3.1734926
   0.8536980	  -0.0332806	  -0.0067899	  -0.0131616	  -0.1082174	   0.0137737	   3.1734926
   0.8533090	  -0.0362025	  -0.0063927	  -0.0149209	  -0.1025751	   0.0148796	   3.1734926
   0.8528704	  -0.0389626	  -0.0059660	  -0.0167380	  -0.0965463	   0.0158982	   3.1734926
   0.8523808	  -0.0415507	  -0.0055123	  -0.0185989	  -0.0901682	   0.0168272	   3.1734926
   0.8518393	  -0.0439575	  -0.0050341	  -0.0204874	  -0.0834774	   0.0176652	   3.1734926
   0.8512452	  -0.0461751	  -0.0045340	  -0.0223857	  -0.0765094	   0.0184116	   3.1734926
   0.8505985	  -0.0481960	  -0.0040145	  -0.0242749	  -0.0692985	   0.0190663	   3.1734926
   0.8498999	  -0.0500142	  -0.0034780	  -0.0261353	  -0.0618776	   0.0196298	   3.1734926
   0.8491504	  -0.0516241	  -0.0029273	  -0.0279469	  -0.0542783	   0.0201032	   3.1734926
   0.8483515	  -0.0530214	  -0.0023646	  -0.0296902	  -0.0465310	   0.0204877	   3.1734926
   0.8475055	  -0.0542022	  -0.0017925	  -0.0313459	  -0.0386649	   0.0207848	   3.1734926
   0.8466151	  -0.0551636	  -0.0012133	  -0.0328957	  -0.0307082	   0.0209963	   3.1734926
   0.8456833	  -0.0559037	  -0.0006295	  -0.0343222	  -0.0226882	   0.0211241	   3.1734926
   0.8447139	  -0.0564209	  -0.0000432	  -0.0356093	  -0.0146316	   0.0211701	   3.1734926
   0.8437110	  -0.0567146	   0.0005432	  -0.0367422	  -0.0065642	   0.0211365	   3.1734926
   0.8426790	  -0.0567848	   0.0011276	  -0.0377073	   0.0014883	   0.0210253	   3.1734926
   0.8416226	  -0.0566324	   0.0017079	  -0.0384929	   0.0095006	   0.0208385	   3.1734926
   0.8405471	  -0.0562588	   0.0022820	  -0.0390885	   0.0174478	   0.0205784	   3.1734926
   0.8394579	  -0.0556662	   0.0028479	  -0.0394854	   0.0253050	   0.0202471	   3.1734926
   0.8383604	  -0.0548573	   0.0034036	  -0.0396764	   0.0330474	   0.0198468	   3.1734926
   0.8372606	  -0.0538357	   0.0039473	  -0.0396559	   0.0406502	   0.0193795	   3.1734926
   0.8361644	  -0.0526057	   0.0044772	  -0.0394200	   0.0480888	   0.0188476	   3.1734926
   0.8350777	  -0.0511720	   0.0049914	  -0.0389664	   0.0553384	   0.0182532	   3.1734926
   0.8340066	  -0.0495404	   0.0054883	  -0.0382943	   0.0623746	   0.0175988	   3.1734926
   0.8329571	  -0.0477169	   0.0059663	  -0.0374045	   0.0691728	   0.0168866	   3.1734926
   0.8319353	  -0.0457087	   0.0064238	  -0.0362996	   0.0757088	   0.0161191	   3.1734926
   0.8309471	  -0.0435232	   0.0068593	  -0.0349834	   0.0819587	   0.0152989	   3.1734926
   0.8299982	  -0.0411687	   0.0072713	  -0.0334615	   0.0878990	   0.0144286	   3.1734926
   0.8290942	  -0.0386542	   0.0076586	  -0.0317410	   0.0935067	   0.0135110	   3.1734926
   0.8282406	  -0.0359891	   0.0080198	  -0.0298303	   0.0987595	   0.0125490	   3.1734926
   0.8274424	  -0.0331836	   0.0083538	  -0.0277395	   0.1036362	   0.0115456	   3.1734926
   0.8267046	  -0.0302485	   0.0086594	  -0.0254798	   0.1081162	   0.0105040	   3.1734926
   0.8260316	  -0.0271948	   0.0089357	  -0.0230640	   0.1121805	   0.0094275	   3.1734926
   0.8254275	  -0.0240345	   0.0091817	  -0.0205058	   0.1158114	   0.0083196	   3.1734926
   0.8248962	  -0.0207798	   0.0093966	  -0.0178204	   0.1189927	   0.0071839	   3.1734926
   0.8244408	  -0.0174433	   0.0095796	  -0.0150238	   0.1217100	   0.0060240	   3.1734927
   0.8240643	  -0.0140381	   0.0097303	  -0.0121331	   0.1239508	   0.0048438	   3.1734927
   0.8237690	  -0.0105775	   0.0098480	  -0.0091661	   0.1257046	   0.0036472	   3.1734927
   0.8235568	  -0.0070751	   0.0099323	  -0.0061412	   0.1269633	   0.0024383	   3.1734927
   0.8234290	  -0.0035448	   0.0099830	  -0.0030775	   0.1277208	   0.0012211	   3.1734927
   0.8233864	  -0.0000005	   0.0100000	   0.0000057	   0.1279735	  -0.0000003	   3.1734927


   0.8233833	   0.0000000	   0.0110000	   0.0000000	   0.1283182	   0.0000000	   3.1733127
   0.8234262	   0.0035540	   0.0109814	   0.0030890	   0.1280647	  -0.0013425	   3.1733127
   0.8235544	   0.0070941	   0.0109256	   0.0061587	   0.1273056	  -0.0026805	   3.1733127
   0.8237672	   0.0106061	   0.0108329	   0.0091895	   0.1260443	  -0.0040094	   3.1733127
   0.8240632	   0.0140762	   0.0107035	   0.0121624	   0.1242868	  -0.0053248	   3.1733126
   0.8244406	   0.0174909	   0.0105379	   0.0150591	   0.1220414	  -0.0066221	   3.1733127
   0.8248971	   0.0208367	   0.0103366	   0.0178616	   0.1193186	  -0.0078972	   3.1733127
   0.8254297	   0.0241005	   0.0101004	   0.0205530	   0.1161308	  -0.0091457	   3.1733127
   0.8260352	   0.0272697	   0.0098300	   0.0231170	   0.1124925	  -0.0103637	   3.1733127
   0.8267098	   0.0303320	   0.0095262	   0.0255388	   0.1084197	  -0.0115472	   3.1733127
   0.8274494	   0.0332757	   0.0091903	   0.0278043	   0.1039303	  -0.0126923	   3.1733127
   0.8282494	   0.0360893	   0.0088231	   0.0299008	   0.0990434	  -0.0137955	   3.1733127
   0.8291051	   0.0387622	   0.0084260	   0.0318171	   0.0937793	  -0.0148533	   3.1733127
   0.8300113	   0.0412843	   0.0080002	   0.0335431	   0.0881594	  -0.0158622	   3.1733127
   0.8309626	   0.0436459	   0.0075472	   0.0350702	   0.0822060	  -0.0168193	   3.1733127
   0.8319534	   0.0458381	   0.0070684	   0.0363915	   0.0759419	  -0.0177213	   3.1733127
   0.8329779	   0.0478527	   0.0065654	   0.0375014	   0.0693909	  -0.0185653	   3.1733127
   0.8340301	   0.0496821	   0.0060399	   0.0383958	   0.0625767	  -0.0193487	   3.1733127
   0.8351042	   0.0513192	   0.0054935	   0.0390723	   0.0555236	  -0.0200686	   3.1733127
   0.8361939	   0.0527578	   0.0049281	   0.0395299	   0.0482562	  -0.0207225	   3.1733127
   0.8372933	   0.0539923	   0.0043455	   0.0397694	   0.0407989	  -0.0213078	   3.1733127
   0.8383964	   0.0550178	   0.0037476	   0.0397931	   0.0331766	  -0.0218220	   3.1733127
   0.8394971	   0.0558300	   0.0031365	   0.0396048	   0.0254139	  -0.0222628	   3.1733127
   0.8405898	   0.0564254	   0.0025143	   0.0392102	   0.0175355	  -0.0226276	   3.1733127
   0.8416687	   0.0568012	   0.0018830	   0.0386164	   0.0095664	  -0.0229142	   3.1733127
   0.8427286	   0.0569551	   0.0012449	   0.0378320	   0.0015315	  -0.0231201	   3.1733127
   0.8437641	   0.0568857	   0.0006022	   0.0368675	  -0.0065443	  -0.0232431	   3.1733127
   0.8447706	   0.0565922	  -0.0000427	   0.0357347	  -0.0146357	  -0.0232807	   3.1733127
   0.8457435	   0.0560745	  -0.0006875	   0.0344470	  -0.0227169	  -0.0232307	   3.1733127
   0.8466787	   0.0553333	  -0.0013296	   0.0330193	  -0.0307619	  -0.0230909	   3.1733127
   0.8475726	   0.0543700	  -0.0019665	   0.0314676	  -0.0387440	  -0.0228589	   3.1733127
   0.8484220	   0.0531866	  -0.0025958	   0.0298094	  -0.0466359	  -0.0225329	   3.1733127
   0.8492242	   0.0517860	  -0.0032147	   0.0280630	  -0.0544093	  -0.0221107	   3.1733127
   0.8499769	   0.0501720	  -0.0038205	   0.0262476	  -0.0620347	  -0.0215908	   3.1733127
   0.8506786	   0.0483490	  -0.0044106	   0.0243829	  -0.0694819	  -0.0209716	   3.1733127
   0.8513282	   0.0463225	  -0.0049820	   0.0224889	  -0.0767188	  -0.0202521	   3.1733127
   0.8519251	   0.0440987	  -0.0055322	   0.0205851	  -0.0837126	  -0.0194317	   3.1733126
   0.8524693	   0.0416848	  -0.0060582	   0.0186908	  -0.0904288	  -0.0185105	   3.1733126
   0.8529614	   0.0390890	  -0.0065573	   0.0168236	  -0.0968316	  -0.0174890	   3.1733126
   0.8534023	   0.0363206	  -0.0070268	   0.0149999	  -0.1028843	  -0.0163690	   3.1733126
   0.8537934	   0.0333896	  -0.0074638	   0.0132337	  -0.1085493	  -0.0151529	   3.1733126
   0.8541365	   0.0303075	  -0.0078658	   0.0115361	  -0.1137887	  -0.0138443	   3.1733126
   0.8544336	   0.0270865	  -0.0082304	   0.0099152	  -0.1185649	  -0.0124480	   3.1733126
   0.8546868	   0.0237400	  -0.0085551	   0.0083752	  -0.1228409	  -0.0109701	   3.1733126
   0.8548986	   0.0202823	  -0.0088378	   0.0069166	  -0.1265817	  -0.0094179	   3.1733126
   0.8550709	   0.0167287	  -0.0090765	   0.0055356	  -0.1297548	  -0.0078002	   3.1733126
   0.8552061	   0.0130954	  -0.0092696	   0.0042248	  -0.1323311	  -0.0061269	   3.1733126
   0.8553057	   0.0093993	  -0.0094157	   0.0029728	  -0.1342860	  -0.0044091	   3.1733127
   0.8553713	   0.0056578	  -0.0095137	   0.0017652	  -0.1356004	  -0.0026586	   3.1733127
   0.8554038	   0.0018889	  -0.0095629	   0.0005852	  -0.1362609	  -0.0008884	   3.1733127
   0.8554038	  -0.0018892	  -0.0095629	  -0.0005853	  -0.1362608	   0.0008885	   3.1733127
   0.8553713	  -0.0056581	  -0.0095137	  -0.0017652	  -0.1356001	   0.0026588	   3.1733127
   0.8553057	  -0.0093995	  -0.0094157	  -0.0029729	  -0.1342856	   0.0044092	   3.1733127
   0.8552061	  -0.0130957	  -0.0092696	  -0.0042250	  -0.1323305	   0.0061270	   3.1733127
   0.8550709	  -0.0167290	  -0.0090765	  -0.0055358	  -0.1297542	   0.0078003	   3.1733127
   0.8548985	  -0.0202825	  -0.0088377	  -0.0069167	  -0.1265811	   0.0094180	   3.1733127
   0.8546868	  -0.0237402	  -0.0085551	  -0.0083754	  -0.1228402	   0.0109701	   3.1733127
   0.8544335	  -0.0270867	  -0.0082304	  -0.0099154	  -0.1185642	   0.0124480	   3.1733127
   0.8541364	  -0.0303077	  -0.0078658	  -0.0115363	  -0.1137880	   0.0138443	   3.1733127
   0.8537934	  -0.0333898	  -0.0074638	  -0.0132338	  -0.1085486	   0.0151529	   3.1733127
   0.8534023	  -0.0363207	  -0.0070267	  -0.0150001	  -0.1028836	   0.0163690	   3.1733127
   0.8529614	  -0.0390891	  -0.0065573	  -0.0168237	  -0.0968309	   0.0174890	   3.1733127
   0.8524693	  -0.0416849	  -0.0060582	  -0.0186909	  -0.0904282	   0.0185104	   3.1733127
   0.8519251	  -0.0440987	  -0.0055322	  -0.0205852	  -0.0837121	   0.0194317	   3.1733127
   0.8513282	  -0.0463225	  -0.0049820	  -0.0224890	  -0.0767183	   0.0202521	   3.1733127
   0.8506786	  -0.0483490	  -0.0044105	  -0.0243830	  -0.0694814	   0.0209716	   3.1733127
   0.8499769	  -0.0501720	  -0.0038205	  -0.0262476	  -0.0620343	   0.0215908	   3.1733127
   0.8492241	  -0.0517860	  -0.0032147	  -0.0280630	  -0.0544088	   0.0221107	   3.1733127
   0.8484219	  -0.0531865	  -0.0025958	  -0.0298093	  -0.0466355	   0.0225329	   3.1733127
   0.8475726	  -0.0543699	  -0.0019665	  -0.0314675	  -0.0387436	   0.0228589	   3.1733127
   0.8466787	  -0.0553333	  -0.0013296	  -0.0330192	  -0.0307615	   0.0230909	   3.1733127
   0.8457434	  -0.0560745	  -0.0006874	  -0.0344469	  -0.0227165	   0.0232307	   3.1733127
   0.8447705	  -0.0565921	  -0.0000427	  -0.0357346	  -0.0146353	   0.0232807	   3.1733127
   0.8437641	  -0.0568856	   0.0006022	  -0.0368674	  -0.0065440	   0.0232431	   3.1733127
   0.8427285	  -0.0569550	   0.0012449	  -0.0378319	   0.0015318	   0.0231201	   3.1733127
   0.8416687	  -0.0568011	   0.0018830	  -0.0386162	   0.0095668	   0.0229142	   3.1733127
   0.8405897	  -0.0564253	   0.0025143	  -0.0392100	   0.0175359	   0.0226276	   3.1733127
   0.8394971	  -0.0558299	   0.0031366	  -0.0396046	   0.0254142	   0.0222628	   3.1733127
   0.8383963	  -0.0550177	   0.0037476	  -0.0397929	   0.0331769	   0.0218220	   3.1733127
   0.8372933	  -0.0539922	   0.0043455	  -0.0397692	   0.0407992	   0.0213078	   3.1733127
   0.8361939	  -0.0527577	   0.0049281	  -0.0395296	   0.0482565	   0.0207225	   3.1733127
   0.8351042	  -0.0513191	   0.0054935	  -0.0390720	   0.0555239	   0.0200686	   3.1733127
   0.8340301	  -0.0496819	   0.0060399	  -0.0383955	   0.0625769	   0.0193487	   3.1733127
   0.8329779	  -0.0478526	   0.0065654	  -0.0375011	   0.0693911	   0.0185653	   3.1733127
   0.8319534	  -0.0458380	   0.0070684	  -0.0363912	   0.0759422	   0.0177212	   3.1733127
   0.8309626	  -0.0436457	   0.0075472	  -0.0350698	   0.0822062	   0.0168192	   3.1733127
   0.8300114	  -0.0412841	   0.0080002	  -0.0335426	   0.0881596	   0.0158622	   3.1733127
   0.8291052	  -0.0387620	   0.0084260	  -0.0318166	   0.0937795	   0.0148532	   3.1733127
   0.8282495	  -0.0360891	   0.0088231	  -0.0299003	   0.0990435	   0.0137954	   3.1733127
   0.8274495	  -0.0332754	   0.0091903	  -0.0278037	   0.1039304	   0.0126922	   3.1733127
   0.8267099	  -0.0303318	   0.0095263	  -0.0255382	   0.1084197	   0.0115471	   3.1733127
   0.8260353	  -0.0272695	   0.0098300	  -0.0231164	   0.1124923	   0.0103636	   3.1733127
   0.8254299	  -0.0241003	   0.0101004	  -0.0205523	   0.1161306	   0.0091457	   3.1733127
   0.8248973	  -0.0208365	   0.0103366	  -0.0178609	   0.1193183	   0.0078971	   3.1733127
   0.8244408	  -0.0174907	   0.0105379	  -0.0150583	   0.1220410	   0.0066221	   3.1733127
   0.8240634	  -0.0140760	   0.0107035	  -0.0121617	   0.1242863	   0.0053247	   3.1733127
   0.8237674	  -0.0106059	   0.0108329	  -0.0091887	   0.1260437	   0.0040094	   3.1733128
   0.8235547	  -0.0070939	   0.0109256	  -0.0061579	   0.1273049	   0.0026805	   3.1733128
   0.8234265	  -0.0035539	   0.0109814	  -0.0030882	   0.1280641	   0.0013425	   3.1733128
   0.8233837	   0.0000001	   0.0110000	   0.0000009	   0.1283175	  -0.0000001	   3.1733128


   0.8233824	   0.0000000	   0.0120000	   0.0000000	   0.1286909	   0.0000000	   3.1731159
   0.8234253	   0.0035645	   0.0119797	   0.0030958	   0.1284369	  -0.0014635	   3.1731159
   0.8235538	   0.0071151	   0.0119189	   0.0061724	   0.1276762	  -0.0029220	   3.1731158
   0.8237671	   0.0106375	   0.0118178	   0.0092100	   0.1264123	  -0.0043707	   3.1731158
   0.8240638	   0.0141180	   0.0116768	   0.0121897	   0.1246512	  -0.0058045	   3.1731158
   0.8244421	   0.0175429	   0.0114962	   0.0150932	   0.1224010	  -0.0072188	   3.1731158
   0.8248996	   0.0208988	   0.0112768	   0.0179025	   0.1196724	  -0.0086089	   3.1731158
   0.8254335	   0.0241725	   0.0110193	   0.0206006	   0.1164778	  -0.0099700	   3.1731158
   0.8260404	   0.0273514	   0.0107245	   0.0231714	   0.1128315	  -0.0112979	   3.1731158
   0.8267167	   0.0304232	   0.0103933	   0.0255998	   0.1087498	  -0.0125881	   3.1731158
   0.8274581	   0.0333760	   0.0100270	   0.0278718	   0.1042504	  -0.0138367	   3.1731158
   0.8282602	   0.0361985	   0.0096267	   0.0299748	   0.0993524	  -0.0150395	   3.1731158
   0.8291180	   0.0388800	   0.0091938	   0.0318974	   0.0940761	  -0.0161929	   3.1731159
   0.8300266	   0.0414102	   0.0087296	   0.0336296	   0.0884430	  -0.0172932	   3.1731159
   0.8309804	   0.0437796	   0.0082357	   0.0351628	   0.0824753	  -0.0183369	   3.1731159
   0.8319739	   0.0459793	   0.0077137	   0.0364898	   0.0761960	  -0.0193206	   3.1731159
   0.8330012	   0.0480008	   0.0071653	   0.0376052	   0.0696286	  -0.0202413	   3.1731159
   0.8340565	   0.0498366	   0.0065922	   0.0385048	   0.0627971	  -0.0210958	   3.1731159
   0.8351337	   0.0514797	   0.0059965	   0.0391861	   0.0557257	  -0.0218812	   3.1731159
   0.8362267	   0.0529237	   0.0053799	   0.0396482	   0.0484389	  -0.0225946	   3.1731159
   0.8373295	   0.0541631	   0.0047447	   0.0398918	   0.0409613	  -0.0232333	   3.1731159
   0.8384361	   0.0551928	   0.0040927	   0.0399191	   0.0333178	  -0.0237946	   3.1731158
   0.8395404	   0.0560087	   0.0034264	   0.0397340	   0.0255329	  -0.0242758	   3.1731158
   0.8406368	   0.0566071	   0.0027478	   0.0393419	   0.0176316	  -0.0246743	   3.1731158
   0.8417195	   0.0569852	   0.0020594	   0.0387501	   0.0096386	  -0.0249875	   3.1731158
   0.8427831	   0.0571408	   0.0013635	   0.0379671	   0.0015790	  -0.0252128	   3.1731158
   0.8438225	   0.0570724	   0.0006626	   0.0370034	  -0.0065222	  -0.0253476	   3.1731158
   0.8448328	   0.0567791	  -0.0000408	   0.0358707	  -0.0146396	  -0.0253894	   3.1731158
   0.8458095	   0.0562609	  -0.0007440	   0.0345824	  -0.0227475	  -0.0253357	   3.1731158
   0.8467485	   0.0555185	  -0.0014444	   0.0331534	  -0.0308198	  -0.0251840	   3.1731158
   0.8476461	   0.0545531	  -0.0021391	   0.0315998	  -0.0388297	  -0.0249319	   3.1731158
   0.8484992	   0.0533668	  -0.0028255	   0.0299389	  -0.0467497	  -0.0245771	   3.1731158
   0.8493049	   0.0519626	  -0.0035006	   0.0281892	  -0.0545514	  -0.0241174	   3.1731158
   0.8500612	   0.0503442	  -0.0041614	   0.0263698	  -0.0622055	  -0.0235511	   3.1731158
   0.8507663	   0.0485160	  -0.0048051	   0.0245005	  -0.0696812	  -0.0228765	   3.1731158
   0.8514191	   0.0464834	  -0.0054285	   0.0226012	  -0.0769466	  -0.0220924	   3.1731158
   0.8520190	   0.0442528	  -0.0060287	   0.0206916	  -0.0839685	  -0.0211982	   3.1731158
   0.8525662	   0.0418313	  -0.0066026	   0.0187908	  -0.0907122	  -0.0201939	   3.1731158
   0.8530609	   0.0392271	  -0.0071472	   0.0169169	  -0.0971420	  -0.0190802	   3.1731158
   0.8535043	   0.0364496	  -0.0076593	   0.0150860	  -0.1032207	  -0.0178589	   3.1731158
   0.8538977	   0.0335088	  -0.0081362	   0.0133121	  -0.1089105	  -0.0165326	   3.1731158
   0.8542429	   0.0304162	  -0.0085749	   0.0116067	  -0.1141733	  -0.0151053	   3.1731158
   0.8545419	   0.0271840	  -0.0089726	   0.0099778	  -0.1189711	  -0.0135822	   3.1731158
   0.8547968	   0.0238258	  -0.0093269	   0.0084296	  -0.1232669	  -0.0119699	   3.1731158
   0.8550099	   0.0203558	  -0.0096354	   0.0069627	  -0.1270252	  -0.0102765	   3.1731158
   0.8551835	   0.0167895	  -0.0098960	   0.0055734	  -0.1302133	  -0.0085115	   3.1731158
   0.8553195	   0.0131431	  -0.0101067	   0.0042541	  -0.1328019	  -0.0066857	   3.1731158
   0.8554198	   0.0094336	  -0.0102661	   0.0029936	  -0.1347663	  -0.0048113	   3.1731158
   0.8554859	   0.0056785	  -0.0103731	   0.0017776	  -0.1360871	  -0.0029012	   3.1731158
   0.8555186	   0.0018958	  -0.0104267	   0.0005892	  -0.1367508	  -0.0009694	   3.1731159
   0.8555186	  -0.0018960	  -0.0104267	  -0.0005897	  -0.1367507	   0.0009696	   3.1731159
   0.8554858	  -0.0056787	  -0.0103731	  -0.0017781	  -0.1360868	   0.0029013	   3.1731159
   0.8554198	  -0.0094338	  -0.0102661	  -0.0029942	  -0.1347659	   0.0048114	   3.1731159
   0.8553195	  -0.0131433	  -0.0101067	  -0.0042547	  -0.1328013	   0.0066858	   3.1731159
   0.8551834	  -0.0167897	  -0.0098959	  -0.0055740	  -0.1302127	   0.0085116	   3.1731159
   0.8550098	  -0.0203560	  -0.0096354	  -0.0069633	  -0.1270245	   0.0102766	   3.1731159
   0.8547967	  -0.0238259	  -0.0093269	  -0.0084303	  -0.1232662	   0.0119699	   3.1731159
   0.8545417	  -0.0271841	  -0.0089726	  -0.0099785	  -0.1189704	   0.0135822	   3.1731159
   0.8542428	  -0.0304162	  -0.0085748	  -0.0116075	  -0.1141725	   0.0151052	   3.1731159
   0.8538976	  -0.0335088	  -0.0081362	  -0.0133129	  -0.1089097	   0.0165325	   3.1731159
   0.8535041	  -0.0364496	  -0.0076593	  -0.0150867	  -0.1032199	   0.0178588	   3.1731159
   0.8530607	  -0.0392271	  -0.0071471	  -0.0169177	  -0.0971412	   0.0190802	   3.1731159
   0.8525659	  -0.0418313	  -0.0066026	  -0.0187916	  -0.0907115	   0.0201939	   3.1731159
   0.8520188	  -0.0442527	  -0.0060287	  -0.0206924	  -0.0839678	   0.0211982	   3.1731159
   0.8514188	  -0.0464834	  -0.0054285	  -0.0226020	  -0.0769459	   0.0220924	   3.1731159
   0.8507660	  -0.0485159	  -0.0048051	  -0.0245013	  -0.0696805	   0.0228764	   3.1731159
