         # x	           y	           z	          vx	          vy	          vz	           C
   0.8231366	   0.0149692	   0.0000000	   0.0131995	   0.1324275	   0.0000000	   3.1719110
   0.8233301	   0.0167932	   0.0000000	   0.0147817	   0.1312980	   0.0000000	   3.1719110
   0.8235453	   0.0186007	   0.0000000	   0.0163404	   0.1300403	   0.0000000	   3.1719110
   0.8237820	   0.0203899	   0.0000000	   0.0178731	   0.1286559	   0.0000000	   3.1719110
   0.8240396	   0.0221591	   0.0000000	   0.0193774	   0.1271465	   0.0000000	   3.1719110
   0.8243179	   0.0239066	   0.0000000	   0.0208511	   0.1255139	   0.0000000	   3.1719110
   0.8246163	   0.0256306	   0.0000000	   0.0222919	   0.1237599	   0.0000000	   3.1719110
   0.8249344	   0.0273296	   0.0000000	   0.0236976	   0.1218868	   0.0000000	   3.1719110
   0.8252717	   0.0290018	   0.0000000	   0.0250661	   0.1198966	   0.0000000	   3.1719110
   0.8256276	   0.0306457	   0.0000000	   0.0263954	   0.1177916	   0.0000000	   3.1719110
   0.8260016	   0.0322597	   0.0000000	   0.0276836	   0.1155742	   0.0000000	   3.1719110
   0.8263932	   0.0338423	   0.0000000	   0.0289287	   0.1132469	   0.0000000	   3.1719110
   0.8268017	   0.0353920	   0.0000000	   0.0301292	   0.1108123	   0.0000000	   3.1719110
   0.8272265	   0.0369072	   0.0000000	   0.0312832	   0.1082730	   0.0000000	   3.1719110
   0.8276669	   0.0383866	   0.0000000	   0.0323891	   0.1056317	   0.0000000	   3.1719110
   0.8281222	   0.0398288	   0.0000000	   0.0334456	   0.1028914	   0.0000000	   3.1719110
   0.8285918	   0.0412325	   0.0000000	   0.0344511	   0.1000548	   0.0000000	   3.1719110
   0.8290750	   0.0425962	   0.0000000	   0.0354045	   0.0971248	   0.0000000	   3.1719110
   0.8295709	   0.0439188	   0.0000000	   0.0363044	   0.0941046	   0.0000000	   3.1719110
   0.8300790	   0.0451990	   0.0000000	   0.0371498	   0.0909970	   0.0000000	   3.1719110
   0.8305984	   0.0464356	   0.0000000	   0.0379398	   0.0878052	   0.0000000	   3.1719110
   0.8311283	   0.0476276	   0.0000000	   0.0386733	   0.0845323	   0.0000000	   3.1719110
   0.8316679	   0.0487737	   0.0000000	   0.0393496	   0.0811815	   0.0000000	   3.1719110
   0.8322165	   0.0498729	   0.0000000	   0.0399680	   0.0777557	   0.0000000	   3.1719110
   0.8327733	   0.0509243	   0.0000000	   0.0405280	   0.0742584	   0.0000000	   3.1719110
   0.8333374	   0.0519268	   0.0000000	   0.0410290	   0.0706926	   0.0000000	   3.1719110
   0.8339080	   0.0528796	   0.0000000	   0.0414707	   0.0670615	   0.0000000	   3.1719110
   0.8344843	   0.0537817	   0.0000000	   0.0418527	   0.0633684	   0.0000000	   3.1719110
   0.8350655	   0.0546322	   0.0000000	   0.0421750	   0.0596166	   0.0000000	   3.1719110
   0.8356507	   0.0554306	   0.0000000	   0.0424375	   0.0558091	   0.0000000	   3.1719110
   0.8362392	   0.0561758	   0.0000000	   0.0426403	   0.0519492	   0.0000000	   3.1719110
   0.8368300	   0.0568674	   0.0000000	   0.0427834	   0.0480402	   0.0000000	   3.1719110
   0.8374224	   0.0575046	   0.0000000	   0.0428671	   0.0440852	   0.0000000	   3.1719110
   0.8380156	   0.0580867	   0.0000000	   0.0428919	   0.0400875	   0.0000000	   3.1719110
   0.8386086	   0.0586133	   0.0000000	   0.0428582	   0.0360502	   0.0000000	   3.1719110
   0.8392009	   0.0590838	   0.0000000	   0.0427667	   0.0319766	   0.0000000	   3.1719110
   0.8397914	   0.0594977	   0.0000000	   0.0426179	   0.0278698	   0.0000000	   3.1719110
   0.8403795	   0.0598546	   0.0000000	   0.0424127	   0.0237330	   0.0000000	   3.1719110
   0.8409644	   0.0601541	   0.0000000	   0.0421520	   0.0195693	   0.0000000	   3.1719110
   0.8415453	   0.0603959	   0.0000000	   0.0418369	   0.0153820	   0.0000000	   3.1719110
   0.8421215	   0.0605795	   0.0000000	   0.0414685	   0.0111741	   0.0000000	   3.1719110
   0.8426922	   0.0607049	   0.0000000	   0.0410480	   0.0069488	   0.0000000	   3.1719110
   0.8432568	   0.0607717	   0.0000000	   0.0405769	   0.0027094	   0.0000000	   3.1719110
   0.8438144	   0.0607798	   0.0000000	   0.0400565	  -0.0015412	   0.0000000	   3.1719110
   0.8443646	   0.0607290	   0.0000000	   0.0394884	  -0.0057997	   0.0000000	   3.1719110
   0.8449066	   0.0606193	   0.0000000	   0.0388744	  -0.0100629	   0.0000000	   3.1719110
   0.8454398	   0.0604507	   0.0000000	   0.0382162	  -0.0143277	   0.0000000	   3.1719110
   0.8459636	   0.0602230	   0.0000000	   0.0375157	  -0.0185908	   0.0000000	   3.1719110
   0.8464774	   0.0599364	   0.0000000	   0.0367749	  -0.0228491	   0.0000000	   3.1719110
   0.8469807	   0.0595910	   0.0000000	   0.0359959	  -0.0270992	   0.0000000	   3.1719110
   0.8474730	   0.0591868	   0.0000000	   0.0351810	  -0.0313380	   0.0000000	   3.1719110
   0.8479537	   0.0587241	   0.0000000	   0.0343324	  -0.0355620	   0.0000000	   3.1719110
   0.8484226	   0.0582031	   0.0000000	   0.0334525	  -0.0397680	   0.0000000	   3.1719110
   0.8488790	   0.0576241	   0.0000000	   0.0325437	  -0.0439524	   0.0000000	   3.1719110
   0.8493227	   0.0569874	   0.0000000	   0.0316087	  -0.0481118	   0.0000000	   3.1719110
   0.8497533	   0.0562933	   0.0000000	   0.0306501	  -0.0522427	   0.0000000	   3.1719110
   0.8501705	   0.0555424	   0.0000000	   0.0296706	  -0.0563415	   0.0000000	   3.1719110
   0.8505740	   0.0547349	   0.0000000	   0.0286729	  -0.0604044	   0.0000000	   3.1719110
   0.8509636	   0.0538716	   0.0000000	   0.0276599	  -0.0644277	   0.0000000	   3.1719110
   0.8513391	   0.0529529	   0.0000000	   0.0266343	  -0.0684075	   0.0000000	   3.1719110
   0.8517003	   0.0519795	   0.0000000	   0.0255992	  -0.0723399	   0.0000000	   3.1719110
   0.8520472	   0.0509520	   0.0000000	   0.0245573	  -0.0762208	   0.0000000	   3.1719110
   0.8523796	   0.0498712	   0.0000000	   0.0235116	  -0.0800460	   0.0000000	   3.1719110
   0.8526976	   0.0487380	   0.0000000	   0.0224650	  -0.0838113	   0.0000000	   3.1719110
   0.8530011	   0.0475531	   0.0000000	   0.0214203	  -0.0875123	   0.0000000	   3.1719110
   0.8532901	   0.0463175	   0.0000000	   0.0203804	  -0.0911445	   0.0000000	   3.1719110
   0.8535649	   0.0450321	   0.0000000	   0.0193479	  -0.0947033	   0.0000000	   3.1719110
   0.8538254	   0.0436981	   0.0000000	   0.0183256	  -0.0981840	   0.0000000	   3.1719110
