           x	           y	           z	          vx	          vy	          vz	           C	           T
   0.8290110	  -0.0385654	   0.0092474	  -0.0316798	   0.0947298	   0.0160573	   3.1731159	   2.7439780
   0.8281677	  -0.0358941	   0.0096724	  -0.0297556	   0.0999114	   0.0149096	   3.1731159	   2.7439780
   0.8273796	  -0.0330857	   0.0100652	  -0.0276558	   0.1047200	   0.0137139	   3.1731159	   2.7439780
   0.8266515	  -0.0301507	   0.0104246	  -0.0253915	   0.1091360	   0.0124737	   3.1731159	   2.7439780
   0.8259875	  -0.0271001	   0.0107494	  -0.0229752	   0.1131410	   0.0111931	   3.1731159	   2.7439780
   0.8253919	  -0.0239455	   0.0110385	  -0.0204205	   0.1167179	   0.0098759	   3.1731159	   2.7439780
   0.8248680	  -0.0206988	   0.0112911	  -0.0177421	   0.1198511	   0.0085263	   3.1731159	   2.7439780
   0.8244192	  -0.0173723	   0.0115062	  -0.0149557	   0.1225268	   0.0071488	   3.1731159	   2.7439780
   0.8240481	  -0.0139789	   0.0116832	  -0.0120780	   0.1247330	   0.0057477	   3.1731159	   2.7439780
   0.8237570	  -0.0105314	   0.0118215	  -0.0091262	   0.1264597	   0.0043276	   3.1731159	   2.7439780
   0.8235478	  -0.0070433	   0.0119206	  -0.0061183	   0.1276988	   0.0028932	   3.1731159	   2.7439780
   0.8234216	  -0.0035279	   0.0119801	  -0.0030728	   0.1284448	   0.0014492	   3.1731159	   2.7439780
   0.8233793	   0.0000012	   0.0120000	  -0.0000084	   0.1286940	   0.0000003	   3.1731159	   2.7439780


   0.8233815	   0.0000000	   0.0130000	   0.0000000	   0.1290940	   0.0000000	   3.1729022	   2.7441477
   0.8234237	   0.0035402	   0.0129785	   0.0030723	   0.1288445	  -0.0015683	   3.1729022	   2.7441477
   0.8235500	   0.0070668	   0.0129140	   0.0061258	   0.1280972	  -0.0031315	   3.1729022	   2.7441477
   0.8237595	   0.0105661	   0.0128067	   0.0091415	   0.1268556	  -0.0046842	   3.1729022	   2.7441477
   0.8240511	   0.0140246	   0.0126570	   0.0121012	   0.1251253	  -0.0062215	   3.1729021	   2.7441477
   0.8244230	   0.0174289	   0.0124654	   0.0149867	   0.1229142	  -0.0077382	   3.1729021	   2.7441477
   0.8248728	   0.0207662	   0.0122326	   0.0177808	   0.1202325	  -0.0092295	   3.1729022	   2.7441477
   0.8253979	   0.0240235	   0.0119592	   0.0204668	   0.1170921	  -0.0106904	   3.1729022	   2.7441477
   0.8259950	   0.0271885	   0.0116462	   0.0230290	   0.1135069	  -0.0121164	   3.1729022	   2.7441477
   0.8266605	   0.0302492	   0.0112946	   0.0254528	   0.1094925	  -0.0135029	   3.1729022	   2.7441477
   0.8273905	   0.0331940	   0.0109055	   0.0277245	   0.1050660	  -0.0148456	   3.1729022	   2.7441477
   0.8281806	   0.0360119	   0.0104802	   0.0298315	   0.1002457	  -0.0161403	   3.1729022	   2.7441477
   0.8290262	   0.0386923	   0.0100201	   0.0317628	   0.0950513	  -0.0173830	   3.1729022	   2.7441477
   0.8299222	   0.0412254	   0.0095267	   0.0335084	   0.0895035	  -0.0185698	   3.1729022	   2.7441477
   0.8308634	   0.0436015	   0.0090015	   0.0350597	   0.0836238	  -0.0196971	   3.1729022	   2.7441477
   0.8318445	   0.0458120	   0.0084462	   0.0364097	   0.0774343	  -0.0207614	   3.1729022	   2.7441477
   0.8328598	   0.0478487	   0.0078627	   0.0375526	   0.0709579	  -0.0217593	   3.1729022	   2.7441477
   0.8339036	   0.0497040	   0.0072527	   0.0384843	   0.0642178	  -0.0226876	   3.1729022	   2.7441477
   0.8349700	   0.0513710	   0.0066182	   0.0392021	   0.0572375	  -0.0235432	   3.1729022	   2.7441477
   0.8360531	   0.0528434	   0.0059612	   0.0397046	   0.0500407	  -0.0243230	   3.1729022	   2.7441477
   0.8371471	   0.0541156	   0.0052840	   0.0399923	   0.0426513	  -0.0250241	   3.1729022	   2.7441477
   0.8382461	   0.0551826	   0.0045886	   0.0400669	   0.0350933	  -0.0256437	   3.1729022	   2.7441477
   0.8393442	   0.0560403	   0.0038774	   0.0399319	   0.0273908	  -0.0261789	   3.1729022	   2.7441477
   0.8404358	   0.0566848	   0.0031526	   0.0395922	   0.0195678	  -0.0266270	   3.1729022	   2.7441477
   0.8415153	   0.0571133	   0.0024168	   0.0390543	   0.0116485	  -0.0269853	   3.1729022	   2.7441477
   0.8425774	   0.0573235	   0.0016724	   0.0383263	   0.0036572	  -0.0272510	   3.1729022	   2.7441477
   0.8436171	   0.0573136	   0.0009221	   0.0374178	  -0.0043819	  -0.0274214	   3.1729022	   2.7441477
   0.8446295	   0.0570828	   0.0001684	   0.0363398	  -0.0124441	  -0.0274938	   3.1729022	   2.7441477
   0.8456101	   0.0566307	  -0.0005860	   0.0351050	  -0.0205046	  -0.0274656	   3.1729022	   2.7441477
   0.8465548	   0.0559577	  -0.0013381	   0.0337272	  -0.0285379	  -0.0273341	   3.1729022	   2.7441477
   0.8474600	   0.0550649	  -0.0020852	   0.0322219	  -0.0365183	  -0.0270967	   3.1729022	   2.7441477
   0.8483223	   0.0539542	  -0.0028242	   0.0306055	  -0.0444193	  -0.0267510	   3.1729022	   2.7441477
   0.8491389	   0.0526280	  -0.0035523	   0.0288956	  -0.0522133	  -0.0262948	   3.1729022	   2.7441477
   0.8499074	   0.0510898	  -0.0042664	   0.0271106	  -0.0598722	  -0.0257258	   3.1729022	   2.7441477
   0.8506262	   0.0493436	  -0.0049632	   0.0252696	  -0.0673664	  -0.0250424	   3.1729022	   2.7441477
   0.8512940	   0.0473943	  -0.0056397	   0.0233919	  -0.0746652	  -0.0242430	   3.1729022	   2.7441477
   0.8519099	   0.0452478	  -0.0062927	   0.0214967	  -0.0817367	  -0.0233269	   3.1729021	   2.7441477
   0.8524738	   0.0429107	  -0.0069189	   0.0196030	  -0.0885474	  -0.0222937	   3.1729021	   2.7441477
   0.8529859	   0.0403907	  -0.0075151	   0.0177288	  -0.0950629	  -0.0211438	   3.1729021	   2.7441477
   0.8534471	   0.0376964	  -0.0080783	   0.0158904	  -0.1012474	  -0.0198787	   3.1729021	   2.7441477
   0.8538585	   0.0348373	  -0.0086051	   0.0141025	  -0.1070640	  -0.0185008	   3.1729021	   2.7441477
   0.8542217	   0.0318241	  -0.0090926	   0.0123773	  -0.1124758	  -0.0170136	   3.1729021	   2.7441477
   0.8545385	   0.0286684	  -0.0095379	   0.0107239	  -0.1174453	  -0.0154222	   3.1729021	   2.7441477
   0.8548110	   0.0253828	  -0.0099382	   0.0091482	  -0.1219359	  -0.0137328	   3.1729021	   2.7441477
   0.8550413	   0.0219809	  -0.0102908	   0.0076523	  -0.1259121	  -0.0119532	   3.1729021	   2.7441477
   0.8552317	   0.0184773	  -0.0105934	   0.0062345	  -0.1293407	  -0.0100928	   3.1729021	   2.7441477
   0.8553841	   0.0148876	  -0.0108441	   0.0048890	  -0.1321914	  -0.0081625	   3.1729021	   2.7441477
   0.8555006	   0.0112278	  -0.0110409	   0.0036067	  -0.1344378	  -0.0061742	   3.1729021	   2.7441477
   0.8555826	   0.0075149	  -0.0111825	   0.0023748	  -0.1360585	  -0.0041414	   3.1729022	   2.7441477
   0.8556312	   0.0037664	  -0.0112679	   0.0011782	  -0.1370375	  -0.0020783	   3.1729022	   2.7441477
   0.8556474	  -0.0000001	  -0.0112964	  -0.0000002	  -0.1373648	   0.0000001	   3.1729022	   2.7441477
   0.8556312	  -0.0037666	  -0.0112679	  -0.0011787	  -0.1370373	   0.0020784	   3.1729022	   2.7441477
   0.8555825	  -0.0075152	  -0.0111825	  -0.0023753	  -0.1360582	   0.0041415	   3.1729022	   2.7441477
   0.8555005	  -0.0112280	  -0.0110409	  -0.0036072	  -0.1344373	   0.0061743	   3.1729022	   2.7441477
   0.8553841	  -0.0148877	  -0.0108440	  -0.0048896	  -0.1321908	   0.0081625	   3.1729022	   2.7441477
   0.8552316	  -0.0184775	  -0.0105934	  -0.0062350	  -0.1293400	   0.0100929	   3.1729022	   2.7441477
   0.8550412	  -0.0219810	  -0.0102908	  -0.0076529	  -0.1259114	   0.0119532	   3.1729022	   2.7441477
   0.8548109	  -0.0253829	  -0.0099381	  -0.0091489	  -0.1219351	   0.0137328	   3.1729022	   2.7441477
   0.8545384	  -0.0286685	  -0.0095379	  -0.0107246	  -0.1174445	   0.0154222	   3.1729022	   2.7441477
   0.8542216	  -0.0318242	  -0.0090926	  -0.0123780	  -0.1124750	   0.0170136	   3.1729022	   2.7441477
   0.8538584	  -0.0348374	  -0.0086051	  -0.0141032	  -0.1070632	   0.0185008	   3.1729022	   2.7441477
   0.8534470	  -0.0376964	  -0.0080782	  -0.0158911	  -0.1012465	   0.0198787	   3.1729022	   2.7441477
   0.8529858	  -0.0403907	  -0.0075151	  -0.0177295	  -0.0950622	   0.0211438	   3.1729022	   2.7441477
   0.8524736	  -0.0429107	  -0.0069189	  -0.0196038	  -0.0885467	   0.0222936	   3.1729022	   2.7441477
   0.8519097	  -0.0452477	  -0.0062926	  -0.0214975	  -0.0817360	   0.0233268	   3.1729022	   2.7441477
   0.8512937	  -0.0473942	  -0.0056397	  -0.0233926	  -0.0746646	   0.0242430	   3.1729022	   2.7441477
   0.8506260	  -0.0493435	  -0.0049632	  -0.0252704	  -0.0673658	   0.0250423	   3.1729022	   2.7441477
   0.8499071	  -0.0510897	  -0.0042663	  -0.0271114	  -0.0598716	   0.0257258	   3.1729022	   2.7441477
   0.8491385	  -0.0526279	  -0.0035523	  -0.0288964	  -0.0522127	   0.0262947	   3.1729022	   2.7441477
   0.8483219	  -0.0539540	  -0.0028242	  -0.0306064	  -0.0444187	   0.0267510	   3.1729022	   2.7441477
   0.8474596	  -0.0550647	  -0.0020852	  -0.0322228	  -0.0365177	   0.0270966	   3.1729022	   2.7441477
   0.8465544	  -0.0559575	  -0.0013381	  -0.0337282	  -0.0285373	   0.0273340	   3.1729022	   2.7441477
   0.8456097	  -0.0566305	  -0.0005860	  -0.0351060	  -0.0205040	   0.0274655	   3.1729022	   2.7441477
   0.8446290	  -0.0570826	   0.0001684	  -0.0363409	  -0.0124435	   0.0274938	   3.1729022	   2.7441477
   0.8436166	  -0.0573134	   0.0009221	  -0.0374189	  -0.0043813	   0.0274214	   3.1729022	   2.7441477
   0.8425769	  -0.0573232	   0.0016724	  -0.0383275	   0.0036578	   0.0272510	   3.1729022	   2.7441477
   0.8415147	  -0.0571131	   0.0024168	  -0.0390556	   0.0116492	   0.0269853	   3.1729022	   2.7441477
   0.8404352	  -0.0566846	   0.0031526	  -0.0395936	   0.0195685	   0.0266270	   3.1729022	   2.7441477
   0.8393435	  -0.0560400	   0.0038773	  -0.0399334	   0.0273915	   0.0261789	   3.1729022	   2.7441477
   0.8382454	  -0.0551823	   0.0045886	  -0.0400685	   0.0350940	   0.0256437	   3.1729022	   2.7441477
   0.8371464	  -0.0541152	   0.0052840	  -0.0399940	   0.0426520	   0.0250241	   3.1729022	   2.7441477
   0.8360523	  -0.0528430	   0.0059612	  -0.0397064	   0.0500415	   0.0243230	   3.1729022	   2.7441477
   0.8349691	  -0.0513706	   0.0066182	  -0.0392040	   0.0572383	   0.0235432	   3.1729022	   2.7441477
   0.8339027	  -0.0497036	   0.0072527	  -0.0384864	   0.0642187	   0.0226876	   3.1729022	   2.7441477
   0.8328589	  -0.0478483	   0.0078627	  -0.0375549	   0.0709589	   0.0217593	   3.1729022	   2.7441477
   0.8318435	  -0.0458116	   0.0084462	  -0.0364121	   0.0774353	   0.0207614	   3.1729022	   2.7441477
   0.8308623	  -0.0436010	   0.0090015	  -0.0350623	   0.0836248	   0.0196971	   3.1729022	   2.7441477
   0.8299210	  -0.0412248	   0.0095267	  -0.0335111	   0.0895046	   0.0185698	   3.1729022	   2.7441477
   0.8290249	  -0.0386918	   0.0100201	  -0.0317658	   0.0950525	   0.0173830	   3.1729022	   2.7441477
   0.8281793	  -0.0360113	   0.0104802	  -0.0298347	   0.1002469	   0.0161403	   3.1729022	   2.7441477
   0.8273891	  -0.0331933	   0.0109055	  -0.0277279	   0.1050672	   0.0148456	   3.1729022	   2.7441477
   0.8266590	  -0.0302485	   0.0112946	  -0.0254565	   0.1094938	   0.0135030	   3.1729022	   2.7441477
   0.8259934	  -0.0271878	   0.0116462	  -0.0230331	   0.1135083	   0.0121165	   3.1729022	   2.7441477
   0.8253962	  -0.0240227	   0.0119592	  -0.0204712	   0.1170936	   0.0106905	   3.1729022	   2.7441477
   0.8248710	  -0.0207654	   0.0122326	  -0.0177855	   0.1202340	   0.0092296	   3.1729022	   2.7441477
   0.8244211	  -0.0174281	   0.0124654	  -0.0149918	   0.1229159	   0.0077384	   3.1729022	   2.7441477
   0.8240491	  -0.0140237	   0.0126570	  -0.0121067	   0.1251270	   0.0062217	   3.1729022	   2.7441477
   0.8237573	  -0.0105652	   0.0128067	  -0.0091476	   0.1268576	   0.0046844	   3.1729023	   2.7441477
   0.8235475	  -0.0070659	   0.0129140	  -0.0061323	   0.1280995	   0.0031317	   3.1729023	   2.7441477
   0.8234211	  -0.0035392	   0.0129785	  -0.0030795	   0.1288470	   0.0015686	   3.1729023	   2.7441477
   0.8233787	   0.0000011	   0.0130000	  -0.0000077	   0.1290968	   0.0000003	   3.1729023	   2.7441477


   0.8233808	   0.0000000	   0.0140000	   0.0000000	   0.1295270	   0.0000000	   3.1726717	   2.7443306
   0.8234231	   0.0035523	   0.0139768	   0.0030801	   0.1292769	  -0.0016875	   3.1726717	   2.7443306
   0.8235497	   0.0070910	   0.0139074	   0.0061415	   0.1285278	  -0.0033694	   3.1726717	   2.7443306
   0.8237598	   0.0106023	   0.0137920	   0.0091652	   0.1272832	  -0.0050402	   3.1726717	   2.7443306
   0.8240522	   0.0140727	   0.0136310	   0.0121326	   0.1255487	  -0.0066943	   3.1726717	   2.7443306
   0.8244250	   0.0174888	   0.0134248	   0.0150260	   0.1233323	  -0.0083263	   3.1726717	   2.7443306
   0.8248761	   0.0208377	   0.0131742	   0.0178279	   0.1206440	  -0.0099310	   3.1726717	   2.7443306
   0.8254026	   0.0241064	   0.0128800	   0.0205217	   0.1174958	  -0.0115031	   3.1726717	   2.7443306
   0.8260013	   0.0272825	   0.0125432	   0.0230917	   0.1139017	  -0.0130376	   3.1726717	   2.7443306
   0.8266687	   0.0303541	   0.0121648	   0.0255232	   0.1098771	  -0.0145297	   3.1726717	   2.7443306
   0.8274008	   0.0333095	   0.0117461	   0.0278024	   0.1054391	  -0.0159748	   3.1726717	   2.7443306
   0.8281932	   0.0361377	   0.0112885	   0.0299169	   0.1006063	  -0.0173682	   3.1726717	   2.7443306
   0.8290413	   0.0388281	   0.0107933	   0.0318555	   0.0953981	  -0.0187058	   3.1726717	   2.7443306
   0.8299400	   0.0413705	   0.0102623	   0.0336082	   0.0898352	  -0.0199833	   3.1726717	   2.7443306
   0.8308841	   0.0437557	   0.0096971	   0.0351665	   0.0839394	  -0.0211968	   3.1726717	   2.7443306
   0.8318683	   0.0459748	   0.0090995	   0.0365232	   0.0777325	  -0.0223426	   3.1726717	   2.7443306
   0.8328868	   0.0480196	   0.0084715	   0.0376725	   0.0712376	  -0.0234170	   3.1726717	   2.7443306
   0.8339341	   0.0498824	   0.0078149	   0.0386103	   0.0644777	  -0.0244166	   3.1726717	   2.7443306
   0.8350041	   0.0515563	   0.0071320	   0.0393337	   0.0574765	  -0.0253380	   3.1726717	   2.7443306
   0.8360910	   0.0530351	   0.0064250	   0.0398415	   0.0502577	  -0.0261779	   3.1726717	   2.7443306
   0.8371889	   0.0543130	   0.0056960	   0.0401340	   0.0428452	  -0.0269333	   3.1726717	   2.7443306
   0.8382918	   0.0553852	   0.0049475	   0.0402129	   0.0352631	  -0.0276009	   3.1726717	   2.7443306
   0.8393941	   0.0562472	   0.0041819	   0.0400816	   0.0275353	  -0.0281778	   3.1726717	   2.7443306
   0.8404899	   0.0568954	   0.0034018	   0.0397450	   0.0196861	  -0.0286610	   3.1726717	   2.7443306
   0.8415737	   0.0573268	   0.0026097	   0.0392097	   0.0117397	  -0.0290476	   3.1726717	   2.7443306
   0.8426402	   0.0575391	   0.0018083	   0.0384835	   0.0037202	  -0.0293346	   3.1726717	   2.7443306
   0.8436843	   0.0575305	   0.0010005	   0.0375760	  -0.0043479	  -0.0295190	   3.1726717	   2.7443306
   0.8447011	   0.0573002	   0.0001891	   0.0364984	  -0.0124399	  -0.0295980	   3.1726717	   2.7443306
   0.8456861	   0.0568478	  -0.0006230	   0.0352631	  -0.0205309	  -0.0295686	   3.1726717	   2.7443306
   0.8466353	   0.0561736	  -0.0014328	   0.0338842	  -0.0285955	  -0.0294281	   3.1726717	   2.7443306
   0.8475447	   0.0552787	  -0.0022372	   0.0323768	  -0.0366077	  -0.0291737	   3.1726717	   2.7443306
   0.8484113	   0.0541650	  -0.0030330	   0.0307576	  -0.0445409	  -0.0288026	   3.1726717	   2.7443306
   0.8492321	   0.0528350	  -0.0038170	   0.0290441	  -0.0523676	  -0.0283125	   3.1726717	   2.7443306
   0.8500047	   0.0512920	  -0.0045858	   0.0272548	  -0.0600593	  -0.0277010	   3.1726717	   2.7443306
   0.8507275	   0.0495401	  -0.0053363	   0.0254087	  -0.0675865	  -0.0269661	   3.1726717	   2.7443306
   0.8513990	   0.0475842	  -0.0060648	   0.0235251	  -0.0749181	  -0.0261064	   3.1726717	   2.7443306
   0.8520185	   0.0454301	  -0.0067680	   0.0216235	  -0.0820222	  -0.0251209	   3.1726717	   2.7443306
   0.8525858	   0.0430846	  -0.0074424	   0.0197227	  -0.0888651	  -0.0240091	   3.1726717	   2.7443306
   0.8531012	   0.0405553	  -0.0080846	   0.0178407	  -0.0954120	  -0.0227717	   3.1726717	   2.7443306
   0.8535654	   0.0378508	  -0.0086912	   0.0159942	  -0.1016269	  -0.0214100	   3.1726717	   2.7443306
   0.8539795	   0.0349807	  -0.0092586	   0.0141978	  -0.1074728	  -0.0199267	   3.1726716	   2.7443306
   0.8543452	   0.0319557	  -0.0097838	   0.0124636	  -0.1129123	  -0.0183256	   3.1726716	   2.7443306
   0.8546643	   0.0287874	  -0.0102634	   0.0108011	  -0.1179077	  -0.0166119	   3.1726716	   2.7443306
   0.8549388	   0.0254886	  -0.0106946	   0.0092160	  -0.1224222	  -0.0147926	   3.1726716	   2.7443306
   0.8551708	   0.0220728	  -0.0110745	   0.0077106	  -0.1264198	  -0.0128761	   3.1726716	   2.7443306
   0.8553627	   0.0185548	  -0.0114005	   0.0062831	  -0.1298671	  -0.0108723	   3.1726717	   2.7443306
   0.8555164	   0.0149502	  -0.0116705	   0.0049279	  -0.1327335	  -0.0087930	   3.1726717	   2.7443306
   0.8556338	   0.0112751	  -0.0118826	   0.0036359	  -0.1349924	  -0.0066513	   3.1726717	   2.7443306
   0.8557164	   0.0075466	  -0.0120351	   0.0023943	  -0.1366222	  -0.0044614	   3.1726717	   2.7443306
   0.8557655	   0.0037823	  -0.0121271	   0.0011880	  -0.1376066	  -0.0022389	   3.1726717	   2.7443306
   0.8557818	  -0.0000001	  -0.0121579	  -0.0000001	  -0.1379359	   0.0000001	   3.1726717	   2.7443306
   0.8557655	  -0.0037825	  -0.0121271	  -0.0011884	  -0.1376065	   0.0022391	   3.1726718	   2.7443306
   0.8557164	  -0.0075469	  -0.0120351	  -0.0023947	  -0.1366219	   0.0044616	   3.1726718	   2.7443306
   0.8556337	  -0.0112753	  -0.0118825	  -0.0036363	  -0.1349919	   0.0066514	   3.1726718	   2.7443306
   0.8555163	  -0.0149504	  -0.0116705	  -0.0049284	  -0.1327329	   0.0087931	   3.1726718	   2.7443306
   0.8553626	  -0.0185550	  -0.0114005	  -0.0062835	  -0.1298664	   0.0108724	   3.1726718	   2.7443306
   0.8551708	  -0.0220730	  -0.0110744	  -0.0077110	  -0.1264191	   0.0128761	   3.1726718	   2.7443306
   0.8549387	  -0.0254887	  -0.0106946	  -0.0092165	  -0.1224214	   0.0147927	   3.1726718	   2.7443306
   0.8546642	  -0.0287875	  -0.0102634	  -0.0108016	  -0.1179070	   0.0166119	   3.1726718	   2.7443306
   0.8543451	  -0.0319558	  -0.0097838	  -0.0124641	  -0.1129115	   0.0183256	   3.1726718	   2.7443306
   0.8539794	  -0.0349808	  -0.0092586	  -0.0141983	  -0.1074721	   0.0199267	   3.1726717	   2.7443306
   0.8535653	  -0.0378509	  -0.0086911	  -0.0159947	  -0.1016261	   0.0214100	   3.1726717	   2.7443306
   0.8531011	  -0.0405554	  -0.0080846	  -0.0178412	  -0.0954113	   0.0227717	   3.1726717	   2.7443306
   0.8525857	  -0.0430846	  -0.0074424	  -0.0197232	  -0.0888644	   0.0240091	   3.1726717	   2.7443306
   0.8520184	  -0.0454301	  -0.0067680	  -0.0216240	  -0.0820216	   0.0251208	   3.1726717	   2.7443306
   0.8513988	  -0.0475841	  -0.0060648	  -0.0235256	  -0.0749176	   0.0261064	   3.1726717	   2.7443306
   0.8507273	  -0.0495400	  -0.0053362	  -0.0254092	  -0.0675859	   0.0269661	   3.1726717	   2.7443306
   0.8500045	  -0.0512919	  -0.0045858	  -0.0272553	  -0.0600588	   0.0277009	   3.1726717	   2.7443306
   0.8492318	  -0.0528349	  -0.0038170	  -0.0290446	  -0.0523671	   0.0283124	   3.1726717	   2.7443306
   0.8484111	  -0.0541649	  -0.0030330	  -0.0307581	  -0.0445404	   0.0288026	   3.1726717	   2.7443306
   0.8475445	  -0.0552786	  -0.0022372	  -0.0323773	  -0.0366072	   0.0291736	   3.1726717	   2.7443306
   0.8466350	  -0.0561735	  -0.0014328	  -0.0338847	  -0.0285950	   0.0294281	   3.1726717	   2.7443306
   0.8456859	  -0.0568476	  -0.0006230	  -0.0352637	  -0.0205304	   0.0295686	   3.1726717	   2.7443306
   0.8447008	  -0.0573001	   0.0001891	  -0.0364990	  -0.0124394	   0.0295979	   3.1726717	   2.7443306
   0.8436840	  -0.0575304	   0.0010005	  -0.0375766	  -0.0043474	   0.0295190	   3.1726717	   2.7443306
   0.8426399	  -0.0575389	   0.0018083	  -0.0384841	   0.0037207	   0.0293345	   3.1726717	   2.7443306
   0.8415734	  -0.0573266	   0.0026097	  -0.0392104	   0.0117402	   0.0290476	   3.1726717	   2.7443306
   0.8404895	  -0.0568952	   0.0034018	  -0.0397458	   0.0196867	   0.0286610	   3.1726717	   2.7443306
   0.8393937	  -0.0562470	   0.0041819	  -0.0400824	   0.0275359	   0.0281778	   3.1726717	   2.7443306
   0.8382914	  -0.0553849	   0.0049475	  -0.0402138	   0.0352637	   0.0276009	   3.1726717	   2.7443306
   0.8371884	  -0.0543128	   0.0056960	  -0.0401349	   0.0428458	   0.0269333	   3.1726717	   2.7443306
   0.8360905	  -0.0530348	   0.0064250	  -0.0398425	   0.0502583	   0.0261779	   3.1726717	   2.7443306
   0.8350036	  -0.0515560	   0.0071320	  -0.0393348	   0.0574772	   0.0253380	   3.1726717	   2.7443306
   0.8339335	  -0.0498821	   0.0078149	  -0.0386114	   0.0644784	   0.0244166	   3.1726717	   2.7443306
   0.8328863	  -0.0480193	   0.0084715	  -0.0376737	   0.0712383	   0.0234170	   3.1726717	   2.7443306
   0.8318677	  -0.0459745	   0.0090995	  -0.0365245	   0.0777332	   0.0223426	   3.1726717	   2.7443306
   0.8308835	  -0.0437554	   0.0096971	  -0.0351679	   0.0839401	   0.0211968	   3.1726717	   2.7443306
   0.8299393	  -0.0413701	   0.0102623	  -0.0336097	   0.0898360	   0.0199833	   3.1726717	   2.7443306
   0.8290405	  -0.0388276	   0.0107933	  -0.0318571	   0.0953988	   0.0187057	   3.1726717	   2.7443306
   0.8281925	  -0.0361373	   0.0112885	  -0.0299186	   0.1006070	   0.0173682	   3.1726718	   2.7443306
   0.8274000	  -0.0333091	   0.0117461	  -0.0278042	   0.1054399	   0.0159748	   3.1726718	   2.7443306
   0.8266679	  -0.0303536	   0.0121648	  -0.0255252	   0.1098779	   0.0145298	   3.1726718	   2.7443306
   0.8260004	  -0.0272820	   0.0125432	  -0.0230939	   0.1139025	   0.0130376	   3.1726718	   2.7443306
   0.8254016	  -0.0241058	   0.0128800	  -0.0205241	   0.1174966	   0.0115031	   3.1726718	   2.7443306
   0.8248751	  -0.0208371	   0.0131742	  -0.0178305	   0.1206448	   0.0099310	   3.1726718	   2.7443306
   0.8244240	  -0.0174883	   0.0134248	  -0.0150288	   0.1233331	   0.0083264	   3.1726718	   2.7443306
   0.8240510	  -0.0140721	   0.0136309	  -0.0121357	   0.1255495	   0.0066944	   3.1726718	   2.7443306
   0.8237585	  -0.0106017	   0.0137920	  -0.0091685	   0.1272841	   0.0050403	   3.1726718	   2.7443306
   0.8235483	  -0.0070904	   0.0139074	  -0.0061451	   0.1285289	   0.0033695	   3.1726718	   2.7443306
   0.8234216	  -0.0035517	   0.0139768	  -0.0030842	   0.1292781	   0.0016876	   3.1726718	   2.7443306
   0.8233792	   0.0000007	   0.0140000	  -0.0000043	   0.1295284	   0.0000002	   3.1726718	   2.7443306


   0.8233802	   0.0000000	   0.0150000	   0.0000000	   0.1299893	   0.0000000	   3.1724245	   2.7445265
   0.8234226	   0.0035652	   0.0149752	   0.0030886	   0.1297386	  -0.0018063	   3.1724245	   2.7445265
   0.8235496	   0.0071169	   0.0149009	   0.0061584	   0.1289876	  -0.0036067	   3.1724245	   2.7445265
   0.8237603	   0.0106410	   0.0147773	   0.0091904	   0.1277397	  -0.0053952	   3.1724245	   2.7445265
   0.8240535	   0.0141241	   0.0146049	   0.0121663	   0.1260008	  -0.0071658	   3.1724245	   2.7445265
   0.8244274	   0.0175528	   0.0143842	   0.0150680	   0.1237787	  -0.0089129	   3.1724245	   2.7445265
   0.8248798	   0.0209140	   0.0141160	   0.0178783	   0.1210834	  -0.0106307	   3.1724245	   2.7445265
   0.8254078	   0.0241949	   0.0138010	   0.0205804	   0.1179269	  -0.0123137	   3.1724245	   2.7445265
   0.8260083	   0.0273830	   0.0134404	   0.0231587	   0.1143232	  -0.0139565	   3.1724245	   2.7445265
   0.8266777	   0.0304662	   0.0130354	   0.0255984	   0.1102878	  -0.0155540	   3.1724245	   2.7445265
   0.8274121	   0.0334330	   0.0125871	   0.0278857	   0.1058377	  -0.0171012	   3.1724245	   2.7445265
   0.8282069	   0.0362721	   0.0120972	   0.0300082	   0.1009914	  -0.0185932	   3.1724245	   2.7445265
   0.8290576	   0.0389730	   0.0115671	   0.0319546	   0.0957685	  -0.0200254	   3.1724245	   2.7445265
   0.8299592	   0.0415256	   0.0109985	   0.0337150	   0.0901897	  -0.0213935	   3.1724245	   2.7445265
   0.8309065	   0.0439205	   0.0103934	   0.0352807	   0.0842765	  -0.0226932	   3.1724245	   2.7445265
   0.8318939	   0.0461487	   0.0097536	   0.0366445	   0.0780512	  -0.0239204	   3.1724245	   2.7445265
   0.8329160	   0.0482021	   0.0090811	   0.0378007	   0.0715364	  -0.0250713	   3.1724245	   2.7445265
   0.8339669	   0.0500730	   0.0083781	   0.0387450	   0.0647556	  -0.0261421	   3.1724245	   2.7445265
   0.8350408	   0.0517544	   0.0076469	   0.0394745	   0.0577321	  -0.0271293	   3.1724245	   2.7445265
   0.8361317	   0.0532399	   0.0068898	   0.0399880	   0.0504898	  -0.0280294	   3.1724245	   2.7445265
   0.8372338	   0.0545240	   0.0061092	   0.0402856	   0.0430527	  -0.0288390	   3.1724245	   2.7445265
   0.8383410	   0.0556015	   0.0053077	   0.0403691	   0.0354447	  -0.0295548	   3.1724245	   2.7445265
   0.8394477	   0.0564682	   0.0044878	   0.0402418	   0.0276901	  -0.0301735	   3.1724245	   2.7445265
   0.8405480	   0.0571203	   0.0036523	   0.0399086	   0.0198128	  -0.0306919	   3.1724245	   2.7445265
