           x	           y	           z	          vx	          vy	          vz	           C	           T
   0.8654867	  -0.1136072	   0.0688499	  -0.0971912	   0.0981097	   0.2009791	   3.0628645	   2.7767266
   0.8628183	  -0.1107020	   0.0743364	  -0.0949490	   0.1110600	   0.1941320	   3.0628645	   2.7767266
   0.8602170	  -0.1074443	   0.0796273	  -0.0923642	   0.1234935	   0.1868918	   3.0628645	   2.7767266
   0.8576920	  -0.1038487	   0.0847119	  -0.0894521	   0.1353981	   0.1792794	   3.0628645	   2.7767266
   0.8552522	  -0.0999300	   0.0895802	  -0.0862282	   0.1467615	   0.1713146	   3.0628645	   2.7767266
   0.8529060	  -0.0957035	   0.0942227	  -0.0827085	   0.1575707	   0.1630162	   3.0628645	   2.7767266
   0.8506616	  -0.0911847	   0.0986303	  -0.0789092	   0.1678125	   0.1544026	   3.0628645	   2.7767266
   0.8485263	  -0.0863895	   0.1027946	  -0.0748468	   0.1774734	   0.1454921	   3.0628645	   2.7767266
   0.8465073	  -0.0813343	   0.1067076	  -0.0705382	   0.1865402	   0.1363024	   3.0628645	   2.7767266
   0.8446111	  -0.0760357	   0.1103617	  -0.0660002	   0.1949993	   0.1268517	   3.0628645	   2.7767266
   0.8428439	  -0.0705108	   0.1137499	  -0.0612501	   0.2028379	   0.1171580	   3.0628645	   2.7767266
   0.8412114	  -0.0647770	   0.1168659	  -0.0563052	   0.2100432	   0.1072398	   3.0628645	   2.7767266
   0.8397187	  -0.0588521	   0.1197036	  -0.0511827	   0.2166030	   0.0971156	   3.0628645	   2.7767266
   0.8383705	  -0.0527542	   0.1222574	  -0.0459004	   0.2225060	   0.0868046	   3.0628645	   2.7767266
   0.8371710	  -0.0465015	   0.1245227	  -0.0404756	   0.2277415	   0.0763263	   3.0628645	   2.7767266
   0.8361239	  -0.0401129	   0.1264948	  -0.0349262	   0.2322998	   0.0657003	   3.0628645	   2.7767266
   0.8352324	  -0.0336072	   0.1281701	  -0.0292699	   0.2361721	   0.0549471	   3.0628645	   2.7767266
   0.8344992	  -0.0270036	   0.1295453	  -0.0235243	   0.2393510	   0.0440871	   3.0628645	   2.7767266
   0.8339266	  -0.0203215	   0.1306177	  -0.0177074	   0.2418303	   0.0331414	   3.0628645	   2.7767266
   0.8335163	  -0.0135802	   0.1313852	  -0.0118368	   0.2436048	   0.0221311	   3.0628645	   2.7767266
   0.8332696	  -0.0067995	   0.1318463	  -0.0059306	   0.2446711	   0.0110776	   3.0628646	   2.7767266
   0.8331871	   0.0000009	   0.1320002	  -0.0000065	   0.2450270	   0.0000024	   3.0628646	   2.7767266


   0.8333945	   0.0000000	   0.1330000	   0.0000000	   0.2458118	   0.0000000	   3.0615653	   2.7755062
   0.8334772	   0.0068192	   0.1328458	   0.0059551	   0.2454562	  -0.0111081	   3.0615653	   2.7755062
   0.8337249	   0.0136188	   0.1323836	   0.0118926	   0.2443901	  -0.0221949	   3.0615653	   2.7755062
   0.8341370	   0.0203789	   0.1316142	   0.0177943	   0.2426156	  -0.0332385	   3.0615653	   2.7755062
   0.8347122	   0.0270799	   0.1305392	   0.0236425	   0.2401362	  -0.0442177	   3.0615652	   2.7755062
   0.8354487	   0.0337024	   0.1291605	   0.0294196	   0.2369569	  -0.0551114	   3.0615652	   2.7755062
   0.8363444	   0.0402270	   0.1274809	   0.0351076	   0.2330840	  -0.0658989	   3.0615652	   2.7755062
   0.8373966	   0.0466346	   0.1255036	   0.0406889	   0.2285248	  -0.0765594	   3.0615653	   2.7755062
   0.8386019	   0.0529062	   0.1232324	   0.0461458	   0.2232880	  -0.0870730	   3.0615653	   2.7755062
   0.8399568	   0.0590231	   0.1206717	   0.0514606	   0.2173832	  -0.0974197	   3.0615653	   2.7755062
   0.8414571	   0.0649671	   0.1178263	   0.0566158	   0.2108211	  -0.1075804	   3.0615653	   2.7755062
   0.8430979	   0.0707199	   0.1147018	   0.0615938	   0.2036128	  -0.1175359	   3.0615653	   2.7755062
   0.8448743	   0.0762638	   0.1113040	   0.0663772	   0.1957705	  -0.1272677	   3.0615653	   2.7755062
   0.8467806	   0.0815814	   0.1076394	   0.0709487	   0.1873068	  -0.1367575	   3.0615653	   2.7755062
   0.8488106	   0.0866556	   0.1037150	   0.0752911	   0.1782344	  -0.1459872	   3.0615653	   2.7755062
   0.8509577	   0.0914697	   0.0995382	   0.0793875	   0.1685666	  -0.1549390	   3.0615653	   2.7755062
   0.8532150	   0.0960073	   0.0951170	   0.0832210	   0.1583167	  -0.1635950	   3.0615653	   2.7755062
   0.8555748	   0.1002526	   0.0904599	   0.0867750	   0.1474978	  -0.1719372	   3.0615653	   2.7755062
   0.8580291	   0.1041898	   0.0855758	   0.0900332	   0.1361229	  -0.1799473	   3.0615653	   2.7755062
   0.8605696	   0.1078038	   0.0804743	   0.0929795	   0.1242047	  -0.1876064	   3.0615653	   2.7755062
   0.8631874	   0.1110795	   0.0751652	   0.0955982	   0.1117555	  -0.1948949	   3.0615654	   2.7755062
   0.8658731	   0.1140025	   0.0696592	   0.0978740	   0.0987870	  -0.2017920	   3.0615654	   2.7755062
   0.8686171	   0.1165585	   0.0639675	   0.0997922	   0.0853103	  -0.2082756	   3.0615654	   2.7755062
   0.8714092	   0.1187335	   0.0581019	   0.1013385	   0.0713358	  -0.2143215	   3.0615654	   2.7755062
   0.8742388	   0.1205138	   0.0520748	   0.1024993	   0.0568732	  -0.2199033	   3.0615654	   2.7755062
   0.8770952	   0.1218861	   0.0458996	   0.1032619	   0.0419316	  -0.2249917	   3.0615654	   2.7755062
   0.8799671	   0.1228371	   0.0395904	   0.1036143	   0.0265196	  -0.2295539	   3.0615654	   2.7755062
   0.8828430	   0.1233539	   0.0331623	   0.1035459	   0.0106456	  -0.2335530	   3.0615654	   2.7755062
   0.8857110	   0.1234239	   0.0266315	   0.1030469	  -0.0056822	  -0.2369472	   3.0615654	   2.7755062
   0.8885591	   0.1230344	   0.0200154	   0.1021096	  -0.0224548	  -0.2396887	   3.0615654	   2.7755062
   0.8913750	   0.1221734	   0.0133329	   0.1007277	  -0.0396625	  -0.2417233	   3.0615654	   2.7755062
   0.8941463	   0.1208288	   0.0066044	   0.0988971	  -0.0572927	  -0.2429888	   3.0615654	   2.7755062
   0.8968606	   0.1189893	  -0.0001477	   0.0966164	  -0.0753299	  -0.2434145	   3.0615654	   2.7755062
   0.8995054	   0.1166437	  -0.0068991	   0.0938868	  -0.0937532	  -0.2429201	   3.0615654	   2.7755062
   0.9020682	   0.1137817	  -0.0136229	   0.0907132	  -0.1125344	  -0.2414148	   3.0615654	   2.7755062
   0.9045368	   0.1103940	  -0.0202897	   0.0871043	  -0.1316350	  -0.2387966	   3.0615654	   2.7755062
   0.9068994	   0.1064722	  -0.0268672	   0.0830734	  -0.1510029	  -0.2349524	   3.0615654	   2.7755062
   0.9091445	   0.1020099	  -0.0333195	   0.0786384	  -0.1705680	  -0.2297586	   3.0615654	   2.7755062
   0.9112612	   0.0970030	  -0.0396074	   0.0738229	  -0.1902372	  -0.2230825	   3.0615653	   2.7755062
   0.9132392	   0.0914500	  -0.0456878	   0.0686561	  -0.2098888	  -0.2147862	   3.0615653	   2.7755062
   0.9150693	   0.0853536	  -0.0515139	   0.0631726	  -0.2293667	  -0.2047312	   3.0615652	   2.7755062
   0.9167433	   0.0787213	  -0.0570350	   0.0574122	  -0.2484746	  -0.1927867	   3.0615652	   2.7755062
   0.9182541	   0.0715664	  -0.0621970	   0.0514188	  -0.2669719	  -0.1788411	   3.0615651	   2.7755062
   0.9195959	   0.0639099	  -0.0669433	   0.0452387	  -0.2845718	  -0.1628152	   3.0615651	   2.7755062
   0.9207640	   0.0557811	  -0.0712154	   0.0389186	  -0.3009440	  -0.1446795	   3.0615650	   2.7755062
   0.9217554	   0.0472192	  -0.0749553	   0.0325023	  -0.3157235	  -0.1244720	   3.0615649	   2.7755062
   0.9225677	   0.0382736	  -0.0781068	   0.0260280	  -0.3285261	  -0.1023149	   3.0615649	   2.7755062
   0.9231999	   0.0290045	  -0.0806187	   0.0195256	  -0.3389727	  -0.0784268	   3.0615648	   2.7755062
   0.9236515	   0.0194821	  -0.0824472	   0.0130149	  -0.3467189	  -0.0531262	   3.0615649	   2.7755062
   0.9239224	   0.0097856	  -0.0835585	   0.0065057	  -0.3514874	  -0.0268237	   3.0615649	   2.7755062
   0.9240127	   0.0000003	  -0.0839313	  -0.0000004	  -0.3530977	  -0.0000008	   3.0615649	   2.7755062
   0.9239224	  -0.0097850	  -0.0835585	  -0.0065064	  -0.3514873	   0.0268220	   3.0615650	   2.7755062
   0.9236515	  -0.0194816	  -0.0824473	  -0.0130156	  -0.3467189	   0.0531245	   3.0615651	   2.7755062
   0.9231999	  -0.0290039	  -0.0806188	  -0.0195263	  -0.3389728	   0.0784250	   3.0615651	   2.7755062
   0.9225676	  -0.0382730	  -0.0781070	  -0.0260287	  -0.3285263	   0.1023130	   3.0615652	   2.7755062
   0.9217553	  -0.0472186	  -0.0749555	  -0.0325030	  -0.3157239	   0.1244700	   3.0615652	   2.7755062
   0.9207639	  -0.0557806	  -0.0712157	  -0.0389193	  -0.3009447	   0.1446776	   3.0615652	   2.7755062
   0.9195957	  -0.0639093	  -0.0669436	  -0.0452395	  -0.2845727	   0.1628133	   3.0615652	   2.7755062
   0.9182540	  -0.0715659	  -0.0621974	  -0.0514195	  -0.2669730	   0.1788394	   3.0615652	   2.7755062
   0.9167432	  -0.0787207	  -0.0570355	  -0.0574129	  -0.2484758	   0.1927851	   3.0615651	   2.7755062
   0.9150691	  -0.0853532	  -0.0515144	  -0.0631734	  -0.2293680	   0.2047297	   3.0615651	   2.7755062
   0.9132390	  -0.0914496	  -0.0456884	  -0.0686569	  -0.2098902	   0.2147850	   3.0615651	   2.7755062
   0.9112609	  -0.0970026	  -0.0396080	  -0.0738238	  -0.1902386	   0.2230816	   3.0615651	   2.7755062
   0.9091442	  -0.1020096	  -0.0333201	  -0.0786393	  -0.1705694	   0.2297578	   3.0615651	   2.7755062
   0.9068991	  -0.1064719	  -0.0268678	  -0.0830744	  -0.1510042	   0.2349518	   3.0615651	   2.7755062
   0.9045365	  -0.1103937	  -0.0202904	  -0.0871055	  -0.1316363	   0.2387961	   3.0615651	   2.7755062
   0.9020678	  -0.1137815	  -0.0136235	  -0.0907145	  -0.1125356	   0.2414144	   3.0615651	   2.7755062
   0.8995050	  -0.1166435	  -0.0068997	  -0.0938881	  -0.0937543	   0.2429199	   3.0615651	   2.7755062
   0.8968602	  -0.1189891	  -0.0001484	  -0.0966178	  -0.0753309	   0.2434143	   3.0615652	   2.7755062
   0.8941459	  -0.1208287	   0.0066037	  -0.0988987	  -0.0572936	   0.2429886	   3.0615652	   2.7755062
   0.8913745	  -0.1221733	   0.0133322	  -0.1007293	  -0.0396633	   0.2417232	   3.0615652	   2.7755062
   0.8885585	  -0.1230343	   0.0200147	  -0.1021113	  -0.0224556	   0.2396888	   3.0615652	   2.7755062
   0.8857104	  -0.1234238	   0.0266308	  -0.1030487	  -0.0056828	   0.2369473	   3.0615652	   2.7755062
   0.8828423	  -0.1233539	   0.0331616	  -0.1035478	   0.0106451	   0.2335532	   3.0615652	   2.7755062
   0.8799664	  -0.1228371	   0.0395898	  -0.1036163	   0.0265192	   0.2295541	   3.0615652	   2.7755062
   0.8770945	  -0.1218861	   0.0458990	  -0.1032640	   0.0419313	   0.2249919	   3.0615652	   2.7755062
   0.8742380	  -0.1205138	   0.0520742	  -0.1025016	   0.0568730	   0.2199035	   3.0615652	   2.7755062
   0.8714083	  -0.1187335	   0.0581013	  -0.1013408	   0.0713357	   0.2143218	   3.0615652	   2.7755062
   0.8686161	  -0.1165585	   0.0639670	  -0.0997946	   0.0853103	   0.2082759	   3.0615652	   2.7755062
   0.8658721	  -0.1140025	   0.0696587	  -0.0978766	   0.0987872	   0.2017924	   3.0615652	   2.7755062
   0.8631863	  -0.1110795	   0.0751647	  -0.0956008	   0.1117558	   0.1948954	   3.0615652	   2.7755062
   0.8605685	  -0.1078037	   0.0804737	  -0.0929822	   0.1242050	   0.1876069	   3.0615652	   2.7755062
   0.8580279	  -0.1041898	   0.0855753	  -0.0900361	   0.1361233	   0.1799479	   3.0615652	   2.7755062
   0.8555734	  -0.1002525	   0.0904594	  -0.0867780	   0.1474983	   0.1719379	   3.0615652	   2.7755062
   0.8532136	  -0.0960073	   0.0951165	  -0.0832241	   0.1583174	   0.1635957	   3.0615652	   2.7755062
   0.8509562	  -0.0914696	   0.0995377	  -0.0793907	   0.1685675	   0.1549398	   3.0615652	   2.7755062
   0.8488090	  -0.0866555	   0.1037145	  -0.0752945	   0.1782354	   0.1459881	   3.0615652	   2.7755062
   0.8467789	  -0.0815812	   0.1076390	  -0.0709522	   0.1873079	   0.1367584	   3.0615652	   2.7755062
   0.8448725	  -0.0762636	   0.1113036	  -0.0663808	   0.1957718	   0.1272687	   3.0615652	   2.7755062
   0.8430961	  -0.0707197	   0.1147014	  -0.0615975	   0.2036142	   0.1175370	   3.0615652	   2.7755062
   0.8414551	  -0.0649668	   0.1178260	  -0.0566197	   0.2108226	   0.1075815	   3.0615652	   2.7755062
   0.8399547	  -0.0590229	   0.1206714	  -0.0514647	   0.2173849	   0.0974210	   3.0615652	   2.7755062
   0.8385997	  -0.0529058	   0.1232321	  -0.0461501	   0.2232899	   0.0870743	   3.0615652	   2.7755062
   0.8373942	  -0.0466342	   0.1255034	  -0.0406934	   0.2285268	   0.0765608	   3.0615652	   2.7755062
   0.8363420	  -0.0402266	   0.1274807	  -0.0351123	   0.2330861	   0.0659004	   3.0615652	   2.7755062
   0.8354461	  -0.0337019	   0.1291603	  -0.0294245	   0.2369593	   0.0551131	   3.0615652	   2.7755062
   0.8347094	  -0.0270793	   0.1305390	  -0.0236477	   0.2401388	   0.0442195	   3.0615652	   2.7755062
   0.8341341	  -0.0203782	   0.1316141	  -0.0177997	   0.2426184	   0.0332403	   3.0615652	   2.7755062
   0.8337219	  -0.0136181	   0.1323836	  -0.0118982	   0.2443932	   0.0221969	   3.0615652	   2.7755062
   0.8334740	  -0.0068185	   0.1328459	  -0.0059611	   0.2454596	   0.0111104	   3.0615652	   2.7755062
   0.8333911	   0.0000008	   0.1330001	  -0.0000062	   0.2458156	   0.0000023	   3.0615652	   2.7755062


   0.8336018	   0.0000000	   0.1340000	   0.0000000	   0.2465908	   0.0000000	   3.0602648	   2.7742004
   0.8336848	   0.0068376	   0.1338455	   0.0059859	   0.2462352	  -0.0111401	   3.0602648	   2.7742004
   0.8339337	   0.0136556	   0.1333821	   0.0119542	   0.2451690	  -0.0222590	   3.0602648	   2.7742004
   0.8343477	   0.0204341	   0.1326109	   0.0178869	   0.2433943	  -0.0333349	   3.0602648	   2.7742004
   0.8349256	   0.0271536	   0.1315332	   0.0237662	   0.2409148	  -0.0443466	   3.0602648	   2.7742004
   0.8356657	   0.0337946	   0.1301511	   0.0295745	   0.2377351	  -0.0552732	   3.0602647	   2.7742004
   0.8365657	   0.0403377	   0.1284674	   0.0352941	   0.2338616	  -0.0660939	   3.0602648	   2.7742004
   0.8376230	   0.0467638	   0.1264851	   0.0409071	   0.2293017	  -0.0767881	   3.0602648	   2.7742004
   0.8388343	   0.0530540	   0.1242082	   0.0463960	   0.2240638	  -0.0873360	   3.0602648	   2.7742004
   0.8401959	   0.0591896	   0.1216409	   0.0517431	   0.2181576	  -0.0977177	   3.0602648	   2.7742004
   0.8417037	   0.0651522	   0.1187881	   0.0569309	   0.2115934	  -0.1079139	   3.0602648	   2.7742004
   0.8433530	   0.0709237	   0.1156553	   0.0619418	   0.2043826	  -0.1179059	   3.0602648	   2.7742004
   0.8451387	   0.0764863	   0.1122483	   0.0667584	   0.1965371	  -0.1276751	   3.0602649	   2.7742004
   0.8470551	   0.0818226	   0.1085736	   0.0713635	   0.1880691	  -0.1372033	   3.0602649	   2.7742004
   0.8490961	   0.0869155	   0.1046381	   0.0757398	   0.1789917	  -0.1464725	   3.0602649	   2.7742004
   0.8512552	   0.0917482	   0.1004493	   0.0798702	   0.1693176	  -0.1554649	   3.0602649	   2.7742004
   0.8535252	   0.0963045	   0.0960150	   0.0837380	   0.1590601	  -0.1641628	   3.0602649	   2.7742004
   0.8558987	   0.1005682	   0.0913438	   0.0873264	   0.1482321	  -0.1725483	   3.0602649	   2.7742004
   0.8583677	   0.1045238	   0.0864444	   0.0906190	   0.1368465	  -0.1806032	   3.0602649	   2.7742004
   0.8609237	   0.1081560	   0.0813264	   0.0935996	   0.1249156	  -0.1883086	   3.0602649	   2.7742004
   0.8635580	   0.1114497	   0.0759997	   0.0962525	   0.1124515	  -0.1956451	   3.0602649	   2.7742004
   0.8662610	   0.1143904	   0.0704748	   0.0985622	   0.0994657	  -0.2025920	   3.0602649	   2.7742004
   0.8690233	   0.1169638	   0.0647629	   0.1005137	   0.0859688	  -0.2091272	   3.0602649	   2.7742004
   0.8718345	   0.1191557	   0.0588757	   0.1020926	   0.0719709	  -0.2152267	   3.0602649	   2.7742004
   0.8746842	   0.1209524	   0.0528255	   0.1032851	   0.0574814	  -0.2208642	   3.0602649	   2.7742004
   0.8775615	   0.1223405	   0.0466258	   0.1040782	   0.0425090	  -0.2260103	   3.0602649	   2.7742004
   0.8804551	   0.1233066	   0.0402904	   0.1044597	   0.0270617	  -0.2306323	   3.0602649	   2.7742004
   0.8833534	   0.1238377	   0.0338346	   0.1044184	   0.0111472	  -0.2346933	   3.0602649	   2.7742004
   0.8862446	   0.1239209	   0.0272743	   0.1039445	  -0.0052268	  -0.2381513	   3.0602649	   2.7742004
   0.8891166	   0.1235435	   0.0206270	   0.1030296	  -0.0220521	  -0.2409585	   3.0602649	   2.7742004
   0.8919570	   0.1226932	   0.0139115	   0.1016670	  -0.0393198	  -0.2430602	   3.0602649	   2.7742004
   0.8947533	   0.1213579	   0.0071482	   0.0998521	  -0.0570183	  -0.2443940	   3.0602649	   2.7742004
   0.8974930	   0.1195258	   0.0003593	   0.0975829	  -0.0751331	  -0.2448886	   3.0602649	   2.7742004
   0.9001634	   0.1171856	  -0.0064307	   0.0948602	  -0.0936445	  -0.2444627	   3.0602649	   2.7742004
   0.9027521	   0.1143266	  -0.0131951	   0.0916880	  -0.1125255	  -0.2430244	   3.0602649	   2.7742004
   0.9052465	   0.1109392	  -0.0199044	   0.0880745	  -0.1317387	  -0.2404702	   3.0602649	   2.7742004
   0.9076348	   0.1070146	  -0.0265260	   0.0840321	  -0.1512335	  -0.2366849	   3.0602649	   2.7742004
   0.9099052	   0.1025462	  -0.0330240	   0.0795784	  -0.1709409	  -0.2315424	   3.0602649	   2.7742004
   0.9120465	   0.0975290	  -0.0393591	   0.0747363	  -0.1907684	  -0.2249068	   3.0602649	   2.7742004
   0.9140485	   0.0919616	  -0.0454877	   0.0695344	  -0.2105951	  -0.2166362	   3.0602648	   2.7742004
   0.9159016	   0.0858458	  -0.0513625	   0.0640070	  -0.2302642	  -0.2065876	   3.0602647	   2.7742004
   0.9175972	   0.0791889	  -0.0569323	   0.0581938	  -0.2495784	  -0.1946251	   3.0602647	   2.7742004
   0.9191282	   0.0720037	  -0.0621423	   0.0521387	  -0.2682941	  -0.1806315	   3.0602647	   2.7742004
   0.9204883	   0.0643110	  -0.0669349	   0.0458886	  -0.2861202	  -0.1645220	   3.0602646	   2.7742004
   0.9216729	   0.0561400	  -0.0712507	   0.0394906	  -0.3027199	  -0.1462623	   3.0602645	   2.7742004
   0.9226784	   0.0475297	  -0.0750305	   0.0329894	  -0.3177194	  -0.1258869	   3.0602645	   2.7742004
   0.9235027	   0.0385301	  -0.0782170	   0.0264244	  -0.3307247	  -0.1035170	   3.0602644	   2.7742004
   0.9241443	   0.0292018	  -0.0807576	   0.0198267	  -0.3413451	  -0.0793732	   3.0602644	   2.7742004
   0.9246026	   0.0196162	  -0.0826075	   0.0132174	  -0.3492252	  -0.0537802	   3.0602644	   2.7742004
   0.9248776	   0.0098534	  -0.0837320	   0.0066075	  -0.3540784	  -0.0271579	   3.0602644	   2.7742004
   0.9249693	   0.0000003	  -0.0841093	  -0.0000003	  -0.3557178	  -0.0000008	   3.0602645	   2.7742004
   0.9248776	  -0.0098529	  -0.0837320	  -0.0066082	  -0.3540784	   0.0271563	   3.0602645	   2.7742004
   0.9246026	  -0.0196157	  -0.0826076	  -0.0132181	  -0.3492252	   0.0537785	   3.0602646	   2.7742004
   0.9241442	  -0.0292013	  -0.0807577	  -0.0198274	  -0.3413451	   0.0793715	   3.0602647	   2.7742004
   0.9235026	  -0.0385295	  -0.0782171	  -0.0264250	  -0.3307248	   0.1035152	   3.0602647	   2.7742004
   0.9226784	  -0.0475291	  -0.0750307	  -0.0329900	  -0.3177198	   0.1258850	   3.0602647	   2.7742004
   0.9216728	  -0.0561394	  -0.0712510	  -0.0394912	  -0.3027205	   0.1462604	   3.0602647	   2.7742004
   0.9204882	  -0.0643105	  -0.0669352	  -0.0458892	  -0.2861211	   0.1645202	   3.0602647	   2.7742004
   0.9191280	  -0.0720032	  -0.0621427	  -0.0521394	  -0.2682952	   0.1806299	   3.0602647	   2.7742004
   0.9175971	  -0.0791884	  -0.0569327	  -0.0581944	  -0.2495796	   0.1946237	   3.0602647	   2.7742004
   0.9159014	  -0.0858454	  -0.0513630	  -0.0640077	  -0.2302655	   0.2065863	   3.0602647	   2.7742004
   0.9140483	  -0.0919611	  -0.0454882	  -0.0695351	  -0.2105964	   0.2166351	   3.0602647	   2.7742004
   0.9120463	  -0.0975287	  -0.0393596	  -0.0747371	  -0.1907698	   0.2249059	   3.0602647	   2.7742004
   0.9099049	  -0.1025458	  -0.0330246	  -0.0795792	  -0.1709422	   0.2315416	   3.0602647	   2.7742004
   0.9076345	  -0.1070143	  -0.0265266	  -0.0840330	  -0.1512348	   0.2366843	   3.0602647	   2.7742004
   0.9052463	  -0.1109389	  -0.0199050	  -0.0880754	  -0.1317400	   0.2404697	   3.0602647	   2.7742004
   0.9027517	  -0.1143264	  -0.0131957	  -0.0916891	  -0.1125266	   0.2430241	   3.0602647	   2.7742004
   0.9001631	  -0.1171854	  -0.0064313	  -0.0948613	  -0.0936456	   0.2444625	   3.0602647	   2.7742004
   0.8974926	  -0.1195257	   0.0003587	  -0.0975842	  -0.0751341	   0.2448885	   3.0602647	   2.7742004
   0.8947529	  -0.1213578	   0.0071476	  -0.0998535	  -0.0570192	   0.2443940	   3.0602647	   2.7742004
   0.8919565	  -0.1226932	   0.0139109	  -0.1016684	  -0.0393206	   0.2430602	   3.0602647	   2.7742004
   0.8891161	  -0.1235435	   0.0206264	  -0.1030311	  -0.0220529	   0.2409585	   3.0602647	   2.7742004
   0.8862441	  -0.1239208	   0.0272737	  -0.1039461	  -0.0052274	   0.2381514	   3.0602647	   2.7742004
   0.8833528	  -0.1238377	   0.0338340	  -0.1044201	   0.0111467	   0.2346934	   3.0602647	   2.7742004
   0.8804545	  -0.1233066	   0.0402899	  -0.1044615	   0.0270613	   0.2306325	   3.0602647	   2.7742004
   0.8775608	  -0.1223405	   0.0466252	  -0.1040801	   0.0425087	   0.2260105	   3.0602647	   2.7742004
   0.8746835	  -0.1209525	   0.0528250	  -0.1032871	   0.0574813	   0.2208644	   3.0602647	   2.7742004
   0.8718337	  -0.1191557	   0.0588751	  -0.1020947	   0.0719708	   0.2152270	   3.0602647	   2.7742004
   0.8690224	  -0.1169638	   0.0647624	  -0.1005158	   0.0859688	   0.2091276	   3.0602647	   2.7742004
   0.8662601	  -0.1143904	   0.0704743	  -0.0985644	   0.0994658	   0.2025924	   3.0602647	   2.7742004
   0.8635570	  -0.1114497	   0.0759992	  -0.0962548	   0.1124517	   0.1956455	   3.0602647	   2.7742004
   0.8609227	  -0.1081560	   0.0813259	  -0.0936021	   0.1249159	   0.1883091	   3.0602647	   2.7742004
   0.8583666	  -0.1045238	   0.0864439	  -0.0906215	   0.1368469	   0.1806037	   3.0602647	   2.7742004
   0.8558975	  -0.1005682	   0.0913433	  -0.0873290	   0.1482327	   0.1725489	   3.0602647	   2.7742004
   0.8535240	  -0.0963044	   0.0960146	  -0.0837407	   0.1590608	   0.1641635	   3.0602647	   2.7742004
   0.8512539	  -0.0917482	   0.1004489	  -0.0798731	   0.1693184	   0.1554656	   3.0602647	   2.7742004
   0.8490947	  -0.0869154	   0.1046377	  -0.0757427	   0.1789926	   0.1464732	   3.0602647	   2.7742004
   0.8470536	  -0.0818225	   0.1085732	  -0.0713666	   0.1880702	   0.1372041	   3.0602647	   2.7742004
   0.8451371	  -0.0764861	   0.1122480	  -0.0667616	   0.1965382	   0.1276760	   3.0602647	   2.7742004
   0.8433514	  -0.0709235	   0.1156550	  -0.0619451	   0.2043839	   0.1179069	   3.0602648	   2.7742004
   0.8417020	  -0.0651520	   0.1187878	  -0.0569344	   0.2115948	   0.1079150	   3.0602648	   2.7742004
   0.8401941	  -0.0591893	   0.1216406	  -0.0517467	   0.2181591	   0.0977188	   3.0602648	   2.7742004
   0.8388323	  -0.0530537	   0.1242079	  -0.0463998	   0.2240654	   0.0873371	   3.0602648	   2.7742004
   0.8376209	  -0.0467635	   0.1264849	  -0.0409111	   0.2293034	   0.0767894	   3.0602648	   2.7742004
   0.8365636	  -0.0403373	   0.1284672	  -0.0352982	   0.2338635	   0.0660952	   3.0602648	   2.7742004
   0.8356634	  -0.0337941	   0.1301510	  -0.0295789	   0.2377372	   0.0552747	   3.0602648	   2.7742004
   0.8349232	  -0.0271531	   0.1315330	  -0.0237708	   0.2409170	   0.0443482	   3.0602648	   2.7742004
   0.8343452	  -0.0204336	   0.1326108	  -0.0178916	   0.2433968	   0.0333366	   3.0602648	   2.7742004
   0.8339310	  -0.0136550	   0.1333821	  -0.0119592	   0.2451717	   0.0222608	   3.0602648	   2.7742004
   0.8336820	  -0.0068370	   0.1338455	  -0.0059912	   0.2462382	   0.0111422	   3.0602648	   2.7742004
   0.8335988	   0.0000007	   0.1340001	  -0.0000055	   0.2465941	   0.0000021	   3.0602648	   2.7742004


   0.8338125	   0.0000000	   0.1350000	   0.0000000	   0.2473598	   0.0000000	   3.0589633	   2.7728058
   0.8338959	   0.0068554	   0.1348451	   0.0060167	   0.2470042	  -0.0111713	   3.0589633	   2.7728058
   0.8341460	   0.0136914	   0.1343807	   0.0120159	   0.2459380	  -0.0223214	   3.0589633	   2.7728058
   0.8345619	   0.0204878	   0.1336077	   0.0179795	   0.2441633	  -0.0334287	   3.0589633	   2.7728058
   0.8351426	   0.0272252	   0.1325275	   0.0238900	   0.2416838	  -0.0444721	   3.0589632	   2.7728058
   0.8358861	   0.0338842	   0.1311422	   0.0297296	   0.2385040	  -0.0554306	   3.0589632	   2.7728058
   0.8367904	   0.0404453	   0.1294545	   0.0354806	   0.2346303	  -0.0662837	   3.0589632	   2.7728058
   0.8378528	   0.0468895	   0.1274675	   0.0411254	   0.2300699	  -0.0770109	   3.0589633	   2.7728058
   0.8390700	   0.0531979	   0.1251851	   0.0466463	   0.2248314	  -0.0875922	   3.0589633	   2.7728058
   0.8404383	   0.0593516	   0.1226115	   0.0520258	   0.2189241	  -0.0980080	   3.0589633	   2.7728058
   0.8419536	   0.0653325	   0.1197516	   0.0572462	   0.2123585	  -0.1082392	   3.0589633	   2.7728058
   0.8436113	   0.0711222	   0.1166109	   0.0622902	   0.2051457	  -0.1182670	   3.0589633	   2.7728058
   0.8454062	   0.0767032	   0.1131951	   0.0671402	   0.1972974	  -0.1280729	   3.0589633	   2.7728058
   0.8473327	   0.0820578	   0.1095107	   0.0717789	   0.1888260	  -0.1376388	   3.0589633	   2.7728058
   0.8493847	   0.0871691	   0.1055645	   0.0761892	   0.1797441	  -0.1469469	   3.0589634	   2.7728058
   0.8515556	   0.0920202	   0.1013641	   0.0803539	   0.1700646	  -0.1559794	   3.0589633	   2.7728058
